from,to,distance,cost,from_datetime,hour,day_of_week,distance_rolling_avg,cost_rolling_avg
318180,318401,5.767,,1970-01-04 16:23:00,16,6,5.712666666666666,
318401,318421,0.314,,1970-01-04 16:26:41,16,6,3.5526666666666666,
318432,318412,0.229,,1970-01-04 16:27:12,16,6,2.1033333333333335,
318421,317081,3.665,,1970-01-04 16:27:01,16,6,1.4026666666666667,
317088,318432,3.762,,1970-01-04 16:04:48,16,6,2.552,
317146,317143,0.315,,1970-01-04 16:05:46,16,6,2.5806666666666667,
317139,317141,0.286,,1970-01-04 16:05:39,16,6,1.4543333333333333,
317143,317862,1.305,,1970-01-04 16:05:43,16,6,0.6353333333333333,
317861,317139,1.4,,1970-01-04 16:17:41,16,6,0.9969999999999999,
317869,317861,1.606,,1970-01-04 16:17:49,16,6,1.437,
317870,317861,1.606,,1970-01-04 16:17:50,16,6,1.5373333333333334,
317862,313190,2.891,,1970-01-04 16:17:42,16,6,2.034333333333333,
317862,314730,2.891,,1970-01-04 16:17:42,16,6,2.462666666666667,
317862,315828,2.891,,1970-01-04 16:17:42,16,6,2.891,
317862,315830,2.891,,1970-01-04 16:17:42,16,6,2.891,
313190,314697,0.788,,1970-01-04 14:59:50,14,6,2.19,
313190,314698,0.788,,1970-01-04 14:59:50,14,6,1.489,
313190,315831,0.788,,1970-01-04 14:59:50,14,6,0.788,
314730,314697,0.788,,1970-01-04 15:25:30,15,6,0.788,
314730,314698,0.788,,1970-01-04 15:25:30,15,6,0.788,
314730,315831,0.788,,1970-01-04 15:25:30,15,6,0.788,
315828,314697,0.788,,1970-01-04 15:43:48,15,6,0.788,
315828,314698,0.788,,1970-01-04 15:43:48,15,6,0.788,
315828,315831,0.788,,1970-01-04 15:43:48,15,6,0.788,
315830,314697,0.788,,1970-01-04 15:43:50,15,6,0.788,
315830,314698,0.788,,1970-01-04 15:43:50,15,6,0.788,
315830,315831,0.788,,1970-01-04 15:43:50,15,6,0.788,
314697,313166,0.739,,1970-01-04 15:24:57,15,6,0.7716666666666666,
314697,315827,0.739,,1970-01-04 15:24:57,15,6,0.7553333333333333,
314698,313166,0.739,,1970-01-04 15:24:58,15,6,0.739,
314698,315827,0.739,,1970-01-04 15:24:58,15,6,0.739,
315831,313166,0.739,,1970-01-04 15:43:51,15,6,0.739,
315831,315827,0.739,,1970-01-04 15:43:51,15,6,0.739,
314689,317869,2.841,,1970-01-04 15:24:49,15,6,1.4396666666666667,
314689,317870,2.841,,1970-01-04 15:24:49,15,6,2.1403333333333334,
315833,317869,2.841,,1970-01-04 15:43:53,15,6,2.841,
315833,317870,2.841,,1970-01-04 15:43:53,15,6,2.841,
313166,313172,0.26,,1970-01-04 14:59:26,14,6,1.9806666666666668,
313166,315823,0.26,,1970-01-04 14:59:26,14,6,1.1203333333333334,
315827,313172,0.26,,1970-01-04 15:43:47,15,6,0.26,
315827,315823,0.26,,1970-01-04 15:43:47,15,6,0.26,
313172,313178,0.498,,1970-01-04 14:59:32,14,6,0.3393333333333333,
313172,315826,0.498,,1970-01-04 14:59:32,14,6,0.4186666666666667,
315823,313178,0.498,,1970-01-04 15:43:43,15,6,0.498,
315823,315826,0.498,,1970-01-04 15:43:43,15,6,0.498,
317933,314689,1.044,,1970-01-04 16:18:53,16,6,0.68,
317933,315833,1.044,,1970-01-04 16:18:53,16,6,0.8620000000000001,
317934,314689,1.044,,1970-01-04 16:18:54,16,6,1.044,
317934,315833,1.044,,1970-01-04 16:18:54,16,6,1.044,
313178,317956,0.893,,1970-01-04 14:59:38,14,6,0.9936666666666666,
313178,317960,0.893,,1970-01-04 14:59:38,14,6,0.9433333333333334,
315826,317956,0.893,,1970-01-04 15:43:46,15,6,0.893,
315826,317960,0.893,,1970-01-04 15:43:46,15,6,0.893,
317956,317947,0.334,,1970-01-04 16:19:16,16,6,0.7066666666666667,
317956,317948,0.334,,1970-01-04 16:19:16,16,6,0.5203333333333333,
317960,317947,0.334,,1970-01-04 16:19:20,16,6,0.334,
317960,317948,0.334,,1970-01-04 16:19:20,16,6,0.334,
312570,317933,1.78,,1970-01-04 14:49:30,14,6,0.816,
312570,317934,1.78,,1970-01-04 14:49:30,14,6,1.298,
314625,317933,1.78,,1970-01-04 15:23:45,15,6,1.78,
314625,317934,1.78,,1970-01-04 15:23:45,15,6,1.78,
315872,317933,1.78,,1970-01-04 15:44:32,15,6,1.78,
315872,317934,1.78,,1970-01-04 15:44:32,15,6,1.78,
317947,315834,0.864,,1970-01-04 16:19:07,16,6,1.4746666666666668,
317948,315834,0.864,,1970-01-04 16:19:08,16,6,1.1693333333333333,
315834,312648,1.022,,1970-01-04 15:43:54,15,6,0.9166666666666666,
315834,315841,1.022,,1970-01-04 15:43:54,15,6,0.9693333333333335,
316399,312570,1.153,,1970-01-04 15:53:19,15,6,1.0656666666666668,
316399,314625,1.153,,1970-01-04 15:53:19,15,6,1.1093333333333335,
316399,315872,1.153,,1970-01-04 15:53:19,15,6,1.153,
316400,312570,1.153,,1970-01-04 15:53:20,15,6,1.153,
316400,314625,1.153,,1970-01-04 15:53:20,15,6,1.153,
316400,315872,1.153,,1970-01-04 15:53:20,15,6,1.153,
314681,316399,0.136,,1970-01-04 15:24:41,15,6,0.8140000000000001,
314681,316400,0.136,,1970-01-04 15:24:41,15,6,0.4750000000000001,
315835,316399,0.136,,1970-01-04 15:43:55,15,6,0.136,
315835,316400,0.136,,1970-01-04 15:43:55,15,6,0.136,
314230,314241,0.295,,1970-01-04 15:17:10,15,6,0.18900000000000006,
314230,315908,0.295,,1970-01-04 15:17:10,15,6,0.24200000000000008,
315907,314241,0.295,,1970-01-04 15:45:07,15,6,0.295,
315907,315908,0.295,,1970-01-04 15:45:07,15,6,0.295,
314379,314248,0.338,,1970-01-04 15:19:39,15,6,0.3093333333333334,
314379,315904,0.338,,1970-01-04 15:19:39,15,6,0.32366666666666677,
315903,314248,0.338,,1970-01-04 15:45:03,15,6,0.338,
315903,315904,0.338,,1970-01-04 15:45:03,15,6,0.338,
313551,313552,0.341,,1970-01-04 15:05:51,15,6,0.33900000000000013,
313551,315901,0.341,,1970-01-04 15:05:51,15,6,0.3400000000000001,
315900,313552,0.341,,1970-01-04 15:45:00,15,6,0.341,
315900,315901,0.341,,1970-01-04 15:45:00,15,6,0.341,
313349,313344,0.336,,1970-01-04 15:02:29,15,6,0.33933333333333343,
313349,315911,0.336,,1970-01-04 15:02:29,15,6,0.3376666666666668,
315910,313344,0.336,,1970-01-04 15:45:10,15,6,0.336,
315910,315911,0.336,,1970-01-04 15:45:10,15,6,0.336,
312139,311903,0.295,,1970-01-04 14:42:19,14,6,0.3223333333333334,
312139,311930,0.295,,1970-01-04 14:42:19,14,6,0.3086666666666667,
311903,318282,0.6,,1970-01-04 14:38:23,14,6,0.3966666666666667,
311930,318282,0.6,,1970-01-04 14:38:50,14,6,0.49833333333333335,
318282,312098,0.337,,1970-01-04 16:24:42,16,6,0.5123333333333334,
318282,316364,0.337,,1970-01-04 16:24:42,16,6,0.42466666666666675,
318022,318102,1.495,,1970-01-04 16:20:22,16,6,0.7230000000000002,
313979,318022,2.016,,1970-01-04 15:12:59,15,6,1.2826666666666668,
318113,314013,3.645,,1970-01-04 16:21:53,16,6,2.3853333333333335,
314013,314013,0.0,,1970-01-04 15:13:33,15,6,1.8870000000000002,
314994,315042,0.922,,1970-01-04 15:29:54,15,6,1.5223333333333333,
312134,312133,1.771,,1970-01-04 14:42:14,14,6,0.8976666666666668,
315060,312132,2.068,,1970-01-04 15:31:00,15,6,1.5870000000000004,
313552,314379,3.082,,1970-01-04 15:05:52,15,6,2.307,
313552,315903,3.082,,1970-01-04 15:05:52,15,6,2.7439999999999998,
315901,314379,3.082,,1970-01-04 15:45:01,15,6,3.082,
315901,315903,3.082,,1970-01-04 15:45:01,15,6,3.082,
314241,313349,3.383,,1970-01-04 15:17:21,15,6,3.1823333333333337,
314241,315910,3.383,,1970-01-04 15:17:21,15,6,3.282666666666666,
315908,313349,3.383,,1970-01-04 15:45:08,15,6,3.383,
315908,315910,3.383,,1970-01-04 15:45:08,15,6,3.383,
318550,313551,3.753,,1970-01-04 16:29:10,16,6,3.506333333333334,
318550,315900,3.753,,1970-01-04 16:29:10,16,6,3.6296666666666666,
318551,313551,3.753,,1970-01-04 16:29:11,16,6,3.753,
318551,315900,3.753,,1970-01-04 16:29:11,16,6,3.753,
313344,313339,3.375,,1970-01-04 15:02:24,15,6,3.6270000000000002,
313344,315913,3.375,,1970-01-04 15:02:24,15,6,3.501,
315911,313339,3.375,,1970-01-04 15:45:11,15,6,3.375,
315911,315913,3.375,,1970-01-04 15:45:11,15,6,3.375,
316271,318550,1.341,,1970-01-04 15:51:11,15,6,2.6970000000000005,
316271,318551,1.341,,1970-01-04 15:51:11,15,6,2.019,
316280,318550,1.341,,1970-01-04 15:51:20,15,6,1.341,
316280,318551,1.341,,1970-01-04 15:51:20,15,6,1.341,
313339,316279,1.329,,1970-01-04 15:02:19,15,6,1.337,
313339,316281,1.329,,1970-01-04 15:02:19,15,6,1.333,
315913,316279,1.329,,1970-01-04 15:45:13,15,6,1.329,
315913,316281,1.329,,1970-01-04 15:45:13,15,6,1.329,
313055,316271,0.496,,1970-01-04 14:57:35,14,6,1.0513333333333335,
313055,316280,0.496,,1970-01-04 14:57:35,14,6,0.7736666666666668,
316279,313082,0.486,,1970-01-04 15:51:19,15,6,0.4926666666666668,
316279,315914,0.486,,1970-01-04 15:51:19,15,6,0.48933333333333345,
316281,313082,0.486,,1970-01-04 15:51:21,15,6,0.486,
316281,315914,0.486,,1970-01-04 15:51:21,15,6,0.486,
313082,313080,0.231,,1970-01-04 14:58:02,14,6,0.4010000000000002,
313082,315915,0.231,,1970-01-04 14:58:02,14,6,0.3160000000000001,
315914,313080,0.231,,1970-01-04 15:45:14,15,6,0.231,
315914,315915,0.231,,1970-01-04 15:45:14,15,6,0.231,
313080,313037,7.58,,1970-01-04 14:58:00,14,6,2.6806666666666668,
315915,313037,7.58,,1970-01-04 15:45:15,15,6,5.130333333333334,
313037,313035,0.257,,1970-01-04 14:57:17,14,6,5.139,
314042,314036,0.181,,1970-01-04 15:14:02,15,6,2.6726666666666667,
314042,315895,0.181,,1970-01-04 15:14:02,15,6,0.20633333333333362,
315894,314036,0.181,,1970-01-04 15:44:54,15,6,0.181,
315894,315895,0.181,,1970-01-04 15:44:54,15,6,0.181,
314036,313055,5.195,,1970-01-04 15:13:56,15,6,1.8523333333333338,
315895,313055,5.195,,1970-01-04 15:44:55,15,6,3.523666666666667,
313658,314042,3.862,,1970-01-04 15:07:38,15,6,4.7506666666666675,
313658,315894,3.862,,1970-01-04 15:07:38,15,6,4.306333333333334,
313035,313010,2.027,,1970-01-04 14:57:15,14,6,3.2503333333333337,
313010,312188,2.308,,1970-01-04 14:56:50,14,6,2.7323333333333335,
312188,313005,0.478,,1970-01-04 14:43:08,14,6,1.6043333333333336,
312188,318742,0.478,,1970-01-04 14:43:08,14,6,1.0880000000000003,
314668,313658,3.695,,1970-01-04 15:24:28,15,6,1.5503333333333336,
313005,313003,0.152,,1970-01-04 14:56:45,14,6,1.441666666666667,
313005,318744,0.152,,1970-01-04 14:56:45,14,6,1.3330000000000002,
318742,313003,0.152,,1970-01-04 16:32:22,16,6,0.152,
318742,318744,0.152,,1970-01-04 16:32:22,16,6,0.152,
314711,314668,0.181,,1970-01-04 15:25:11,15,6,0.16166666666666696,
314712,314668,0.181,,1970-01-04 15:25:12,15,6,0.17133333333333364,
313003,318218,1.047,,1970-01-04 14:56:43,14,6,0.46966666666666695,
318744,318218,1.047,,1970-01-04 16:32:24,16,6,0.7583333333333336,
313852,314711,1.008,,1970-01-04 15:10:52,15,6,1.0340000000000003,
313852,314712,1.008,,1970-01-04 15:10:52,15,6,1.0210000000000004,
318218,313846,0.035,,1970-01-04 16:23:38,16,6,0.683666666666667,
318528,313000,0.202,,1970-01-04 16:28:48,16,6,0.4150000000000004,
312133,317814,0.887,,1970-01-04 14:42:13,14,6,0.374666666666667,
317815,315060,0.883,,1970-01-04 16:16:55,16,6,0.6573333333333338,
317814,313159,0.861,,1970-01-04 16:16:54,16,6,0.8770000000000003,
314652,317815,0.859,,1970-01-04 15:24:12,15,6,0.867666666666667,
313159,314876,4.522,,1970-01-04 14:59:19,14,6,2.080666666666667,
314877,314652,4.511,,1970-01-04 15:27:57,15,6,3.297333333333334,
314876,314886,0.263,,1970-01-04 15:27:56,15,6,3.098666666666667,
314886,314899,1.412,,1970-01-04 15:28:06,15,6,2.0620000000000003,
314899,314909,0.47,,1970-01-04 15:28:19,15,6,0.7150000000000002,
318599,314877,2.155,,1970-01-04 16:29:59,16,6,1.345666666666667,
314909,314923,2.119,,1970-01-04 15:28:29,15,6,1.581333333333334,
318443,318599,2.122,,1970-01-04 16:27:23,16,6,2.132,
314923,314936,1.036,,1970-01-04 15:28:43,15,6,1.7590000000000003,
318626,318443,1.042,,1970-01-04 16:30:26,16,6,1.4000000000000004,
314936,314968,1.964,,1970-01-04 15:28:56,15,6,1.3473333333333335,
318680,318626,1.971,,1970-01-04 16:31:20,16,6,1.6590000000000005,
314955,314982,0.551,,1970-01-04 15:29:15,15,6,1.4953333333333338,
314982,315017,0.38,,1970-01-04 15:29:42,15,6,0.9673333333333337,
318674,318484,0.675,,1970-01-04 16:31:14,16,6,0.5353333333333337,
315017,318632,1.363,,1970-01-04 15:30:17,15,6,0.8060000000000004,
315030,318674,1.744,,1970-01-04 15:30:30,15,6,1.260666666666667,
318632,315054,1.318,,1970-01-04 16:30:32,16,6,1.4750000000000003,
315042,315030,1.25,,1970-01-04 15:30:42,15,6,1.4373333333333338,
315054,312343,3.579,,1970-01-04 15:30:54,15,6,2.0490000000000004,
312326,314994,3.004,,1970-01-04 14:45:26,14,6,2.611,
315054,315969,4.115,,1970-01-04 15:30:54,15,6,3.5660000000000003,
315938,315006,3.155,,1970-01-04 15:45:38,15,6,3.424666666666667,
315938,312343,4.099,,1970-01-04 15:45:38,15,6,3.789666666666667,
315938,317885,6.996,,1970-01-04 15:45:38,15,6,4.750000000000001,
317884,315804,1.552,,1970-01-04 16:18:04,16,6,4.215666666666667,
315804,312343,5.162,,1970-01-04 15:43:24,15,6,4.570000000000001,
315804,315006,4.28,,1970-01-04 15:43:24,15,6,3.6646666666666676,
315804,315969,5.875,,1970-01-04 15:43:24,15,6,5.105666666666668,
317884,318383,10.194,,1970-01-04 16:18:04,16,6,6.783000000000001,
318366,318354,0.164,,1970-01-04 16:26:06,16,6,5.4110000000000005,
318383,318451,0.835,,1970-01-04 16:26:23,16,6,3.7310000000000003,
313772,318366,0.925,,1970-01-04 15:09:32,15,6,0.6413333333333339,
318354,318142,1.932,,1970-01-04 16:25:54,16,6,1.2306666666666672,
318142,318126,0.63,,1970-01-04 16:22:22,16,6,1.1623333333333339,
313184,318586,0.233,,1970-01-04 14:59:44,14,6,0.9316666666666672,
318593,312946,0.416,,1970-01-04 16:29:53,16,6,0.4263333333333339,
316114,313184,0.232,,1970-01-04 15:48:34,15,6,0.2936666666666672,
312944,316114,0.151,,1970-01-04 14:55:44,14,6,0.26633333333333387,
312946,312942,0.606,,1970-01-04 14:55:46,14,6,0.32966666666666716,
316118,312944,0.445,,1970-01-04 15:48:38,15,6,0.40066666666666717,
312940,316118,1.15,,1970-01-04 14:55:40,14,6,0.7336666666666671,
312942,312900,1.346,,1970-01-04 14:55:42,14,6,0.9803333333333338,
312898,312940,1.025,,1970-01-04 14:54:58,14,6,1.173666666666667,
312900,316129,0.831,,1970-01-04 14:55:00,14,6,1.0673333333333337,
312896,312898,0.525,,1970-01-04 14:54:56,14,6,0.7936666666666672,
316129,314598,0.531,,1970-01-04 15:48:49,15,6,0.6290000000000006,
312895,312896,0.755,,1970-01-04 14:54:55,14,6,0.6036666666666672,
314598,313204,1.656,,1970-01-04 15:23:18,15,6,0.9806666666666671,
312807,312895,0.749,,1970-01-04 14:53:27,14,6,1.053333333333334,
312804,312807,0.582,,1970-01-04 14:53:24,14,6,0.9956666666666671,
313204,313197,0.429,,1970-01-04 15:00:04,15,6,0.5866666666666671,
312782,312804,0.554,,1970-01-04 14:53:02,14,6,0.5216666666666672,
313197,318540,0.634,,1970-01-04 14:59:57,14,6,0.5390000000000005,
312694,312745,0.617,,1970-01-04 14:51:34,14,6,0.6016666666666671,
312745,313951,0.95,,1970-01-04 14:52:25,14,6,0.7336666666666671,
313951,314121,0.502,,1970-01-04 15:12:31,15,6,0.6896666666666671,
312857,312856,0.508,,1970-01-04 14:54:17,14,6,0.6533333333333338,
314121,312865,1.131,,1970-01-04 15:15:21,15,6,0.7136666666666671,
312865,314147,0.496,,1970-01-04 14:54:25,14,6,0.7116666666666672,
312771,312757,0.139,,1970-01-04 14:52:51,14,6,0.5886666666666672,
312757,312857,1.477,,1970-01-04 14:52:37,14,6,0.7040000000000005,
312689,312694,0.747,,1970-01-04 14:51:29,14,6,0.7876666666666671,
312220,312103,0.301,,1970-01-04 14:43:40,14,6,0.8416666666666671,
312236,312220,2.057,,1970-01-04 14:43:56,14,6,1.0350000000000004,
314371,314559,0.271,,1970-01-04 15:19:31,15,6,0.8763333333333337,
314559,313852,5.255,,1970-01-04 15:22:39,15,6,2.527666666666667,
313846,318528,2.512,,1970-01-04 15:10:46,15,6,2.679333333333334,
312264,318493,0.994,,1970-01-04 14:44:24,14,6,2.9203333333333337,
314147,312858,0.543,,1970-01-04 15:15:47,15,6,1.349666666666667,
312858,312782,0.789,,1970-01-04 14:54:18,14,6,0.7753333333333337,
318540,314157,0.675,,1970-01-04 16:29:00,16,6,0.6690000000000004,
314157,312771,0.565,,1970-01-04 15:15:57,15,6,0.6763333333333336,
312856,312854,1.609,,1970-01-04 14:54:16,14,6,0.949666666666667,
312856,315860,1.609,,1970-01-04 14:54:16,14,6,1.2610000000000003,
312854,312852,1.599,,1970-01-04 14:54:14,14,6,1.6056666666666668,
312854,315861,1.599,,1970-01-04 14:54:14,14,6,1.6023333333333334,
312854,316429,1.599,,1970-01-04 14:54:14,14,6,1.599,
315860,312852,1.599,,1970-01-04 15:44:20,15,6,1.599,
315860,315861,1.599,,1970-01-04 15:44:20,15,6,1.599,
