datetime,from,to,distance,cost
2023-01-10 02:00:00,313551.0,313552.0,0.341,
2023-01-10 03:00:00,313551.0,315901.0,0.341,
2023-01-10 04:00:00,315900.0,313552.0,0.341,
2023-01-10 05:00:00,315900.0,315901.0,0.341,
2023-01-10 06:00:00,313349.0,313344.0,0.336,
2023-01-10 07:00:00,313349.0,315911.0,0.336,
2023-01-10 08:00:00,315910.0,313344.0,0.336,
2023-01-10 09:00:00,315910.0,315911.0,0.336,
2023-01-10 10:00:00,312139.0,311903.0,0.295,
2023-01-10 11:00:00,312139.0,311930.0,0.295,
2023-01-10 12:00:00,311903.0,318282.0,0.6,
2023-01-10 13:00:00,311930.0,318282.0,0.6,
2023-01-10 14:00:00,318282.0,312098.0,0.337,
2023-01-10 15:00:00,318282.0,316364.0,0.337,
2023-01-10 16:00:00,318022.0,318102.0,1.495,
2023-01-10 17:00:00,313979.0,318022.0,2.016,
2023-01-10 18:00:00,318113.0,314013.0,3.645,
2023-01-10 19:00:00,314013.0,314013.0,0.0,
2023-01-10 20:00:00,314994.0,315042.0,0.922,
2023-01-10 21:00:00,312134.0,312133.0,1.771,
2023-01-10 22:00:00,315060.0,312132.0,2.068,
2023-01-10 23:00:00,313552.0,314379.0,3.082,
2023-01-11 00:00:00,313552.0,315903.0,3.082,
2023-01-11 01:00:00,315901.0,314379.0,3.082,
2023-01-11 02:00:00,315901.0,315903.0,3.082,
2023-01-11 03:00:00,314241.0,313349.0,3.383,
2023-01-11 04:00:00,314241.0,315910.0,3.383,
2023-01-11 05:00:00,315908.0,313349.0,3.383,
2023-01-11 06:00:00,315908.0,315910.0,3.383,
2023-01-11 07:00:00,318550.0,313551.0,3.753,
2023-01-11 08:00:00,318550.0,315900.0,3.753,
2023-01-11 09:00:00,318551.0,313551.0,3.753,
2023-01-11 10:00:00,318551.0,315900.0,3.753,
2023-01-11 11:00:00,313344.0,313339.0,3.375,
2023-01-11 12:00:00,313344.0,315913.0,3.375,
2023-01-11 13:00:00,315911.0,313339.0,3.375,
2023-01-11 14:00:00,315911.0,315913.0,3.375,
2023-01-11 15:00:00,316271.0,318550.0,1.341,
2023-01-11 16:00:00,316271.0,318551.0,1.341,
2023-01-11 17:00:00,316280.0,318550.0,1.341,
2023-01-11 18:00:00,316280.0,318551.0,1.341,
2023-01-11 19:00:00,313339.0,316279.0,1.329,
2023-01-11 20:00:00,313339.0,316281.0,1.329,
2023-01-11 21:00:00,315913.0,316279.0,1.329,
2023-01-11 22:00:00,315913.0,316281.0,1.329,
2023-01-11 23:00:00,313055.0,316271.0,0.496,
2023-01-12 00:00:00,313055.0,316280.0,0.496,
2023-01-12 01:00:00,316279.0,313082.0,0.486,
2023-01-12 02:00:00,316279.0,315914.0,0.486,
2023-01-12 03:00:00,316281.0,313082.0,0.486,
2023-01-12 04:00:00,316281.0,315914.0,0.486,
2023-01-12 05:00:00,313082.0,313080.0,0.231,
2023-01-12 06:00:00,313082.0,315915.0,0.231,
2023-01-12 07:00:00,315914.0,313080.0,0.231,
2023-01-12 08:00:00,315914.0,315915.0,0.231,
2023-01-12 09:00:00,313080.0,313037.0,7.58,
2023-01-12 10:00:00,315915.0,313037.0,7.58,
2023-01-12 11:00:00,313037.0,313035.0,0.257,
2023-01-12 12:00:00,314042.0,314036.0,0.181,
2023-01-12 13:00:00,314042.0,315895.0,0.181,
2023-01-12 14:00:00,315894.0,314036.0,0.181,
2023-01-12 15:00:00,315894.0,315895.0,0.181,
2023-01-12 16:00:00,314036.0,313055.0,5.195,
2023-01-12 17:00:00,315895.0,313055.0,5.195,
2023-01-12 18:00:00,313658.0,314042.0,3.862,
2023-01-12 19:00:00,313658.0,315894.0,3.862,
2023-01-12 20:00:00,313035.0,313010.0,2.027,
2023-01-12 21:00:00,313010.0,312188.0,2.308,
2023-01-12 22:00:00,312188.0,313005.0,0.478,
2023-01-12 23:00:00,312188.0,318742.0,0.478,
2023-01-13 00:00:00,314668.0,313658.0,3.695,
2023-01-13 01:00:00,313005.0,313003.0,0.152,
2023-01-13 02:00:00,313005.0,318744.0,0.152,
2023-01-13 03:00:00,318742.0,313003.0,0.152,
2023-01-13 04:00:00,318742.0,318744.0,0.152,
2023-01-13 05:00:00,314711.0,314668.0,0.181,
2023-01-13 06:00:00,314712.0,314668.0,0.181,
2023-01-13 07:00:00,313003.0,318218.0,1.047,
2023-01-13 08:00:00,318744.0,318218.0,1.047,
2023-01-13 09:00:00,313852.0,314711.0,1.008,
2023-01-13 10:00:00,313852.0,314712.0,1.008,
2023-01-13 11:00:00,318218.0,313846.0,0.035,
2023-01-13 12:00:00,318528.0,313000.0,0.202,
2023-01-13 13:00:00,312133.0,317814.0,0.887,
2023-01-13 14:00:00,317815.0,315060.0,0.883,
2023-01-13 15:00:00,317814.0,313159.0,0.861,
2023-01-13 16:00:00,314652.0,317815.0,0.859,
2023-01-13 17:00:00,313159.0,314876.0,4.522,
2023-01-13 18:00:00,314877.0,314652.0,4.511,
2023-01-13 19:00:00,314876.0,314886.0,0.263,
2023-01-13 20:00:00,314886.0,314899.0,1.412,
2023-01-13 21:00:00,314899.0,314909.0,0.47,
2023-01-13 22:00:00,318599.0,314877.0,2.155,
2023-01-13 23:00:00,314909.0,314923.0,2.119,
2023-01-14 00:00:00,318443.0,318599.0,2.122,
2023-01-14 01:00:00,314923.0,314936.0,1.036,
2023-01-14 02:00:00,318626.0,318443.0,1.042,
2023-01-14 03:00:00,314936.0,314968.0,1.964,
2023-01-14 04:00:00,318680.0,318626.0,1.971,
2023-01-14 05:00:00,314955.0,314982.0,0.551,
2023-01-14 06:00:00,314982.0,315017.0,0.38,
2023-01-14 07:00:00,318674.0,318484.0,0.675,
2023-01-14 08:00:00,315017.0,318632.0,1.363,
2023-01-14 09:00:00,315030.0,318674.0,1.744,
2023-01-14 10:00:00,318632.0,315054.0,1.318,
2023-01-14 11:00:00,315042.0,315030.0,1.25,
2023-01-14 12:00:00,315054.0,312343.0,3.579,
2023-01-14 13:00:00,312326.0,314994.0,3.004,
2023-01-14 14:00:00,315054.0,315969.0,4.115,
2023-01-14 15:00:00,315938.0,315006.0,3.155,
2023-01-14 16:00:00,315938.0,312343.0,4.099,
2023-01-14 17:00:00,315938.0,317885.0,6.996,
2023-01-14 18:00:00,317884.0,315804.0,1.552,
2023-01-14 19:00:00,315804.0,312343.0,5.162,
2023-01-14 20:00:00,315804.0,315006.0,4.28,
2023-01-14 21:00:00,315804.0,315969.0,5.875,
2023-01-14 22:00:00,317884.0,318383.0,10.194,
2023-01-14 23:00:00,318366.0,318354.0,0.164,
2023-01-15 00:00:00,318383.0,318451.0,0.835,
2023-01-15 01:00:00,313772.0,318366.0,0.925,
2023-01-15 02:00:00,318354.0,318142.0,1.932,
2023-01-15 03:00:00,318142.0,318126.0,0.63,
2023-01-15 04:00:00,313184.0,318586.0,0.233,
2023-01-15 05:00:00,318593.0,312946.0,0.416,
2023-01-15 06:00:00,316114.0,313184.0,0.232,
2023-01-15 07:00:00,312944.0,316114.0,0.151,
2023-01-15 08:00:00,312946.0,312942.0,0.606,
2023-01-15 09:00:00,316118.0,312944.0,0.445,
2023-01-15 10:00:00,312940.0,316118.0,1.15,
2023-01-15 11:00:00,312942.0,312900.0,1.346,
2023-01-15 12:00:00,312898.0,312940.0,1.025,
2023-01-15 13:00:00,312900.0,316129.0,0.831,
2023-01-15 14:00:00,312896.0,312898.0,0.525,
2023-01-15 15:00:00,316129.0,314598.0,0.531,
2023-01-15 16:00:00,312895.0,312896.0,0.755,
2023-01-15 17:00:00,314598.0,313204.0,1.656,
2023-01-15 18:00:00,312807.0,312895.0,0.749,
2023-01-15 19:00:00,312804.0,312807.0,0.582,
2023-01-15 20:00:00,313204.0,313197.0,0.429,
2023-01-15 21:00:00,312782.0,312804.0,0.554,
2023-01-15 22:00:00,313197.0,318540.0,0.634,
2023-01-15 23:00:00,312694.0,312745.0,0.617,
2023-01-16 00:00:00,312745.0,313951.0,0.95,
2023-01-16 01:00:00,313951.0,314121.0,0.502,
2023-01-16 02:00:00,312857.0,312856.0,0.508,
2023-01-16 03:00:00,314121.0,312865.0,1.131,
2023-01-16 04:00:00,312865.0,314147.0,0.496,
2023-01-16 05:00:00,312771.0,312757.0,0.139,
2023-01-16 06:00:00,312757.0,312857.0,1.477,
2023-01-16 07:00:00,312689.0,312694.0,0.747,
2023-01-16 08:00:00,312220.0,312103.0,0.301,
2023-01-16 09:00:00,312236.0,312220.0,2.057,
2023-01-16 10:00:00,314371.0,314559.0,0.271,
2023-01-16 11:00:00,314559.0,313852.0,5.255,
2023-01-16 12:00:00,313846.0,318528.0,2.512,
2023-01-16 13:00:00,312264.0,318493.0,0.994,
2023-01-16 14:00:00,314147.0,312858.0,0.543,
2023-01-16 15:00:00,312858.0,312782.0,0.789,
2023-01-16 16:00:00,318540.0,314157.0,0.675,
2023-01-16 17:00:00,314157.0,312771.0,0.565,
2023-01-16 18:00:00,312856.0,312854.0,1.609,
2023-01-16 19:00:00,312856.0,315860.0,1.609,
2023-01-16 20:00:00,312854.0,312852.0,1.599,
2023-01-16 21:00:00,312854.0,315861.0,1.599,
2023-01-16 22:00:00,312854.0,316429.0,1.599,
2023-01-16 23:00:00,315860.0,312852.0,1.599,
2023-01-17 00:00:00,315860.0,315861.0,1.599,
2023-01-17 01:00:00,315860.0,316429.0,1.599,
2023-01-17 02:00:00,313956.0,312689.0,0.756,
2023-01-17 03:00:00,315879.0,312689.0,0.756,
2023-01-17 04:00:00,312098.0,314371.0,6.036,
2023-01-17 05:00:00,316364.0,314371.0,6.036,
2023-01-17 06:00:00,312103.0,312010.0,2.757,
2023-01-17 07:00:00,314968.0,316073.0,2.986,
2023-01-17 08:00:00,314968.0,316074.0,2.986,
2023-01-17 09:00:00,316073.0,314955.0,1.218,
2023-01-17 10:00:00,316074.0,314955.0,1.218,
2023-01-17 11:00:00,318484.0,318680.0,4.066,
2023-01-17 12:00:00,318451.0,312139.0,4.676,
2023-01-17 13:00:00,312010.0,313772.0,4.274,
2023-01-17 14:00:00,312648.0,312651.0,0.182,
2023-01-17 15:00:00,312648.0,315842.0,0.182,
2023-01-17 16:00:00,315841.0,312651.0,0.182,
2023-01-17 17:00:00,315841.0,315842.0,0.182,
2023-01-17 18:00:00,312651.0,312233.0,1.44,
2023-01-17 19:00:00,312651.0,315836.0,1.44,
2023-01-17 20:00:00,315842.0,312233.0,1.44,
2023-01-17 21:00:00,315842.0,315836.0,1.44,
2023-01-17 22:00:00,314617.0,314681.0,1.185,
2023-01-17 23:00:00,314617.0,315835.0,1.185,
2023-01-18 00:00:00,315837.0,314681.0,1.185,
2023-01-18 01:00:00,315837.0,315835.0,1.185,
2023-01-18 02:00:00,312233.0,312382.0,0.628,
2023-01-18 03:00:00,312233.0,315838.0,0.628,
2023-01-18 04:00:00,315836.0,312382.0,0.628,
2023-01-18 05:00:00,315836.0,315838.0,0.628,
2023-01-18 06:00:00,314501.0,314617.0,0.714,
2023-01-18 07:00:00,314501.0,315837.0,0.714,
2023-01-18 08:00:00,315839.0,314617.0,0.714,
2023-01-18 09:00:00,315839.0,315837.0,0.714,
2023-01-18 10:00:00,312382.0,312386.0,0.549,
2023-01-18 11:00:00,312382.0,315822.0,0.549,
2023-01-18 12:00:00,315838.0,312386.0,0.549,
2023-01-18 13:00:00,315838.0,315822.0,0.549,
2023-01-18 14:00:00,317902.0,314501.0,1.278,
2023-01-18 15:00:00,317902.0,315839.0,1.278,
2023-01-18 16:00:00,317903.0,314501.0,1.278,
2023-01-18 17:00:00,317903.0,315839.0,1.278,
2023-01-18 18:00:00,312386.0,312388.0,0.651,
2023-01-18 19:00:00,312386.0,315843.0,0.651,
2023-01-18 20:00:00,315822.0,312388.0,0.651,
2023-01-18 21:00:00,315822.0,315843.0,0.651,
2023-01-18 22:00:00,312388.0,317909.0,0.445,
2023-01-18 23:00:00,312388.0,317910.0,0.445,
2023-01-19 00:00:00,315843.0,317909.0,0.445,
2023-01-19 01:00:00,315843.0,317910.0,0.445,
2023-01-19 02:00:00,312420.0,317902.0,0.448,
2023-01-19 03:00:00,312420.0,317903.0,0.448,
2023-01-19 04:00:00,315846.0,317902.0,0.448,
2023-01-19 05:00:00,315846.0,317903.0,0.448,
2023-01-19 06:00:00,317909.0,312421.0,0.589,
2023-01-19 07:00:00,317909.0,315847.0,0.589,
2023-01-19 08:00:00,317910.0,312421.0,0.589,
2023-01-19 09:00:00,317910.0,315847.0,0.589,
2023-01-19 10:00:00,317974.0,312420.0,0.588,
2023-01-19 11:00:00,317974.0,315846.0,0.588,
2023-01-19 12:00:00,317998.0,312420.0,0.588,
2023-01-19 13:00:00,317998.0,315846.0,0.588,
2023-01-19 14:00:00,312421.0,312422.0,0.888,
2023-01-19 15:00:00,312421.0,315849.0,0.888,
2023-01-19 16:00:00,315847.0,312422.0,0.888,
2023-01-19 17:00:00,315847.0,315849.0,0.888,
2023-01-19 18:00:00,312425.0,312513.0,0.753,
2023-01-19 19:00:00,312425.0,315852.0,0.753,
2023-01-19 20:00:00,315850.0,312513.0,0.753,
2023-01-19 21:00:00,315850.0,315852.0,0.753,
2023-01-19 22:00:00,312422.0,312425.0,0.379,
2023-01-19 23:00:00,312422.0,315850.0,0.379,
2023-01-20 00:00:00,315849.0,312425.0,0.379,
2023-01-20 01:00:00,315849.0,315850.0,0.379,
2023-01-20 02:00:00,318028.0,317974.0,2.099,
2023-01-20 03:00:00,318028.0,317998.0,2.099,
2023-01-20 04:00:00,318029.0,317974.0,2.099,
2023-01-20 05:00:00,318029.0,317998.0,2.099,
2023-01-20 06:00:00,312513.0,312514.0,0.895,
2023-01-20 07:00:00,312513.0,315853.0,0.895,
2023-01-20 08:00:00,315852.0,312514.0,0.895,
2023-01-20 09:00:00,315852.0,315853.0,0.895,
2023-01-20 10:00:00,312514.0,312520.0,0.319,
2023-01-20 11:00:00,312514.0,315873.0,0.319,
2023-01-20 12:00:00,315853.0,312520.0,0.319,
2023-01-20 13:00:00,315853.0,315873.0,0.319,
2023-01-20 14:00:00,312517.0,318028.0,0.96,
2023-01-20 15:00:00,312517.0,318029.0,0.96,
2023-01-20 16:00:00,315824.0,318028.0,0.96,
2023-01-20 17:00:00,315824.0,318029.0,0.96,
2023-01-20 18:00:00,312520.0,312523.0,0.813,
2023-01-20 19:00:00,312520.0,315854.0,0.813,
2023-01-20 20:00:00,315873.0,312523.0,0.813,
2023-01-20 21:00:00,315873.0,315854.0,0.813,
2023-01-20 22:00:00,318035.0,312517.0,1.13,
2023-01-20 23:00:00,318035.0,315824.0,1.13,
2023-01-21 00:00:00,318036.0,312517.0,1.13,
2023-01-21 01:00:00,318036.0,315824.0,1.13,
2023-01-21 02:00:00,312523.0,312525.0,0.587,
2023-01-21 03:00:00,312523.0,315855.0,0.587,
2023-01-21 04:00:00,315854.0,312525.0,0.587,
2023-01-21 05:00:00,315854.0,315855.0,0.587,
2023-01-21 06:00:00,312525.0,312527.0,0.346,
2023-01-21 07:00:00,312525.0,315856.0,0.346,
2023-01-21 08:00:00,315855.0,312527.0,0.346,
2023-01-21 09:00:00,315855.0,315856.0,0.346,
2023-01-21 10:00:00,313144.0,318035.0,0.45,
2023-01-21 11:00:00,313144.0,318036.0,0.45,
2023-01-21 12:00:00,315858.0,318035.0,0.45,
2023-01-21 13:00:00,315858.0,318036.0,0.45,
2023-01-21 14:00:00,312530.0,313144.0,1.233,
2023-01-21 15:00:00,312530.0,315858.0,1.233,
2023-01-21 16:00:00,315857.0,313144.0,1.233,
2023-01-21 17:00:00,315857.0,315858.0,1.233,
2023-01-21 18:00:00,317895.0,313144.0,1.233,
