Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,cleaned_text,informativeness_encoded,information_type_encoded,timestamp,datetime,from,to,distance,cost
324716816523993088,Explosion In Waco :o Thats About 2 Hours From Here/.\,Outsiders,Other Useful Information,Related - but not informative,explosion waco thats 2 hours,0,0,2023-01-02 22:00:00,2023-01-02 22:00:00,314485.0,314491.0,0.221,
324716921369022465,"RT @garytx: Anhydrous ammonia tank now on fire at West, TX fertilizer plant. That's bad stuff. #txfire",Outsiders,Infrastructure and utilities,Related and informative,rt garytx anhydrous ammonia tank fire west tx fertilizer plant bad stuff txfire,1,2,2023-01-02 23:00:00,2023-01-02 23:00:00,314485.0,315882.0,0.221,
324717336600915969,"RT @CNN: Explosion hits fertilizer plant north of Waco, Texas. Dozens hurt. http://t.co/2p7iMgqRET",Media,Affected individuals,Related and informative,rt cnn explosion hits fertilizer plant north waco texas dozens hurt http co 2p7imgqret,1,3,2023-01-03 00:00:00,2023-01-03 00:00:00,315883.0,314491.0,0.221,
324717542151159810,"RT @rosemaryCNN: Aeiral shots on #CNN right now of aftermath of massive explsion at Texas fertilizer plant, north of Waco. About 100ppl  ...",Media,Affected individuals,Related and informative,rt rosemarycnn aeiral shots cnn right aftermath massive explsion texas fertilizer plant north waco 100ppl,1,3,2023-01-03 01:00:00,2023-01-03 01:00:00,315883.0,315882.0,0.221,
324717571477737472,Texas is in HiGh Alert there was a Waco explosion I'm sooo scared pray people this is soo freighting omg I'm scared,Outsiders,Sympathy and support,Related - but not informative,texas high alert waco explosion sooo scared pray people soo freighting omg scared,0,1,2023-01-03 02:00:00,2023-01-03 02:00:00,316328.0,316314.0,0.294,
324717705716457472,Another explosion in Texas?? What's going on ? 😱😱,Outsiders,Sympathy and support,Related - but not informative,another explosion texas going,0,1,2023-01-03 03:00:00,2023-01-03 03:00:00,316328.0,317171.0,0.294,
324717915423248384,"RT @BreakingNews: Large explosion reported at fertilizer plant near Waco, Texas - @CBSDFW http://t.co/xOIyCyuxFD",Media,Other Useful Information,Related and informative,rt breakingnews large explosion reported fertilizer plant near waco texas cbsdfw http co xoiycyuxfd,1,0,2023-01-03 04:00:00,2023-01-03 04:00:00,317168.0,316314.0,0.294,
324717944795979776,#instacollage #prayforwest #prayforboston #sad http://t.co/DpYgyhiY6o,Outsiders,Sympathy and support,Related - but not informative,instacollage prayforwest prayforboston sad http co dpygyhiy6o,0,1,2023-01-03 05:00:00,2023-01-03 05:00:00,317168.0,317171.0,0.294,
324717982532132864,RT @AC360: #Breaking: explosion at #Texas fertilizer plant. Stay with us for the latest details. #AC360,Media,Other Useful Information,Related and informative,rt ac360 breaking explosion texas fertilizer plant stay us latest details ac360,1,0,2023-01-03 06:00:00,2023-01-03 06:00:00,314433.0,314485.0,2.939,
324718158701285377,I heard storms might be moving through Texas tonight? I hope they skip over Waco. Storms won't do the situation any good.,Not labeled,Not labeled,Not related,heard storms might moving texas tonight hope skip waco storms situation good,3,4,2023-01-03 07:00:00,2023-01-03 07:00:00,314433.0,315883.0,2.939,
324718515204521984,"RT @MiguelAJ: Sending thoughts and prayers to the people of West, TX. #westexplosion damn. :(",Outsiders,Sympathy and support,Related - but not informative,rt miguelaj sending thoughts prayers people west tx westexplosion damn,0,1,2023-01-03 08:00:00,2023-01-03 08:00:00,315886.0,314485.0,2.939,
324718703948214272,RT @911BUFF: TEXAS EXPLOSION: ANOTHER CHEMICAL TANK ON FIRE AT FERTILIZER PLANT. POLICE URGING EVERYONE IN 30 MILE RADIUS TO EVACUATE NO ...,Media,Caution and advice,Related and informative,rt 911buff texas explosion another chemical tank fire fertilizer plant police urging everyone 30 mile radius evacuate,1,6,2023-01-03 09:00:00,2023-01-03 09:00:00,315886.0,315883.0,2.939,
324718867530268672,"Holy shit... ANOTHER EXPLOSION in Waco, TX?!?!  Come on @BarackObama - can't you just make explosions illegal?",Outsiders,Other Useful Information,Related - but not informative,holy shit another explosion waco tx come barackobama make explosions illegal,0,0,2023-01-03 10:00:00,2023-01-03 10:00:00,316314.0,314460.0,2.861,
324719039484133377,RT @ovo_xo: Crazy.. #Waco #Texas http://t.co/7hkDeCckq7,Outsiders,Other Useful Information,Related - but not informative,rt ovo_xo crazy waco texas http co 7hkdecckq7,0,0,2023-01-03 11:00:00,2023-01-03 11:00:00,316314.0,315866.0,2.861,
324719106622365696,RT @h3yvawn: what the fuck is happening in texas? what explosion? the world is getting crazier and crazier by the day man 😔,Outsiders,Infrastructure and utilities,Related - but not informative,rt h3yvawn fuck happening texas explosion world getting crazier crazier day man,0,2,2023-01-03 12:00:00,2023-01-03 12:00:00,317171.0,314460.0,2.861,
324719601529270273,RT @NewsBreaker: BREAKING: CBS 11: Entire town of West Texas under evacuation; toxic fumes may be spreading south,Media,Affected individuals,Related and informative,rt newsbreaker breaking cbs 11 entire town west texas evacuation toxic fumes may spreading south,1,3,2023-01-03 13:00:00,2023-01-03 13:00:00,317171.0,315866.0,2.861,
324720117424472064,Cientos de personas heridas en explosion de planta de fertilizantes en Texas,Not labeled,Not labeled,Not applicable,cientos de personas heridas en explosion de planta de fertilizantes en texas,2,4,2023-01-03 14:00:00,2023-01-03 14:00:00,314460.0,314446.0,0.259,
324720142586089472,Here's our web story for the latest #WestExplosion http://t.co/9iRMHnrmXH,Media,Affected individuals,Related and informative,web story latest westexplosion http co 9irmhnrmxh,1,3,2023-01-03 15:00:00,2023-01-03 15:00:00,314460.0,315867.0,0.259,
324720461349023745,RT @NewsBreaker: BREAKING: CBS 11: Entire town of West Texas under evacuation; toxic fumes may be spreading south,Media,Caution and advice,Related and informative,rt newsbreaker breaking cbs 11 entire town west texas evacuation toxic fumes may spreading south,1,6,2023-01-03 16:00:00,2023-01-03 16:00:00,315866.0,314446.0,0.259,
324720583004786689,RT @PoliceClips: Getting report out of Waco Texas of an explosion at a fertilizer plant with multiple injuries.1st responders injured2 h ...,Media,Affected individuals,Related and informative,rt policeclips getting report waco texas explosion fertilizer plant multiple injuries 1st responders injured2 h,1,3,2023-01-03 17:00:00,2023-01-03 17:00:00,315866.0,315867.0,0.259,
324720616546631680,RT @911BUFF: BREAKING NEWS - TEXAS EXPLOSION U/D - ENTIRE TOWN OF WEST TEXAS UNDER EVACUATION. TOXIC FUMES SPREADING. EMS COMMAND POST E ...,Media,Infrastructure and utilities,Related and informative,rt 911buff breaking news texas explosion u entire town west texas evacuation toxic fumes spreading ems command post e,1,2,2023-01-03 18:00:00,2023-01-03 18:00:00,314419.0,314433.0,0.249,
324721056952750080,Fertilizer plant explosion near Waco caught on camera http://t.co/wg5tRbmTL9,Media,Other Useful Information,Related and informative,fertilizer plant explosion near waco caught camera http co wg5trbmtl9,1,0,2023-01-03 19:00:00,2023-01-03 19:00:00,314419.0,315886.0,0.249,
324721283440971776,RT @reyna6467: @MariaESalinas //WACO Texas explotion!!! http://t.co/V687GKwB6Q,Outsiders,Other Useful Information,Related - but not informative,rt reyna6467 mariaesalinas waco texas explotion http co v687gkwb6q,0,0,2023-01-03 20:00:00,2023-01-03 20:00:00,315887.0,314433.0,0.249,
324721463804444672,"Praying for TX friends in West (15 min. N. of my hometown, Waco) as they fight to survive and recover from explosions at fertilizer plant",Outsiders,Sympathy and support,Related - but not informative,praying tx friends west 15 min n hometown waco fight survive recover explosions fertilizer plant,0,1,2023-01-03 21:00:00,2023-01-03 21:00:00,315887.0,315886.0,0.249,
324721769984425985,UPDATE: Explosion at West plant injures firefighters http://t.co/AgU1Kp2GfL vía @wacotrib,Media,Affected individuals,Related and informative,update explosion west plant injures firefighters http co agu1kp2gfl vía wacotrib,1,3,2023-01-03 22:00:00,2023-01-03 22:00:00,313438.0,314419.0,3.248,
324721916776693760,"Correction: explosion occurred in #West, #TX, 18 miles north of #Waco. #westexplosion",Outsiders,Infrastructure and utilities,Related and informative,correction explosion occurred west tx 18 miles north waco westexplosion,1,2,2023-01-03 23:00:00,2023-01-03 23:00:00,313438.0,315887.0,3.248,
324723137319149568,RT @YourAnonNews: Incredible still image taken from video capturing West Texas fertizlier plant explosion - (FOX 44) | http://t.co/PAAIz ...,Media,Other Useful Information,Related and informative,rt youranonnews incredible still image taken video capturing west texas fertizlier plant explosion fox 44 http co paaiz,1,0,2023-01-04 00:00:00,2023-01-04 00:00:00,315891.0,314419.0,3.248,
324724093628870657,@CauseIM_OB West Texas fertilizer plant exploded destroying every building for a mile,Outsiders,Infrastructure and utilities,Related and informative,causeim_ob west texas fertilizer plant exploded destroying every building mile,1,2,2023-01-04 01:00:00,2023-01-04 01:00:00,315891.0,315887.0,3.248,
324724198494855168,RT @foxaustin: An explosion at a fertilizer plant near Waco caused numerous injuries and sent flames into the sky http://t.co/2DZpZlsRi4,Media,Other Useful Information,Related and informative,rt foxaustin explosion fertilizer plant near waco caused numerous injuries sent flames sky http co 2dzpzlsri4,1,0,2023-01-04 02:00:00,2023-01-04 02:00:00,313450.0,313438.0,0.313,
324724462736011267,"RT @NewsBreaker: DEVELOPING: Scanner: Another chemical tank now on fire at the fertilizer explosion, fire dispatch … advising crews to p ...",Media,Infrastructure and utilities,Related and informative,rt newsbreaker developing scanner another chemical tank fire fertilizer explosion fire dispatch advising crews p,1,2,2023-01-04 03:00:00,2023-01-04 03:00:00,313450.0,315891.0,0.313,
324724676637106176,"Ok universe, jokes over now. 2 ricin letters, Boston bombing, and fertilizer explosion now?!?",Outsiders,Sympathy and support,Related - but not informative,ok universe jokes 2 ricin letters boston bombing fertilizer explosion,0,1,2023-01-04 04:00:00,2023-01-04 04:00:00,315892.0,313438.0,0.313,
324724680839806976,"Getting live updates from @911BUFF on this Waco, Texas explosion #crazy",Media,Affected individuals,Related and informative,getting live updates 911buff waco texas explosion crazy,1,3,2023-01-04 05:00:00,2023-01-04 05:00:00,315892.0,315891.0,0.313,
324725008008093697,RT @911BUFF: TEXAS EXPLOSION: HALF OF THE TOWN LEVELED! FERTILIZER THAT EXPLODED MOST DANGEROUS ONE IN THE PLANT. AT LEAST 5 DEAD! #911BUFF,Media,Affected individuals,Related and informative,rt 911buff texas explosion half town leveled fertilizer exploded dangerous one plant least 5 dead 911buff,1,3,2023-01-04 06:00:00,2023-01-04 06:00:00,314446.0,318665.0,5.476,
324725096054931457,"“@BreakingNews: Texas authorities advise West, Texas, residences to leave town immediately following explosion. My god what's happening",Media,Affected individuals,Related and informative,breakingnews texas authorities advise west texas residences leave town immediately following explosion god happening,1,3,2023-01-04 07:00:00,2023-01-04 07:00:00,314446.0,318666.0,5.476,
324725280621084672,@Viridiana_bm todas las casas de al menos 4 manzanas resultaro averiada por explosion en texas,Not labeled,Not labeled,Not applicable,viridiana_bm todas las casas de al menos 4 manzanas resultaro averiada por explosion en texas,2,4,2023-01-04 08:00:00,2023-01-04 08:00:00,315867.0,318665.0,5.476,
324725712626008064,"RT @junkgypsy: texas, our texas. 4 west, 4 emergency workers, 4 loved ones...let us pray. #westexplosion",Eyewitness,Sympathy and support,Related - but not informative,rt junkgypsy texas texas 4 west 4 emergency workers 4 loved ones let us pray westexplosion,0,1,2023-01-04 09:00:00,2023-01-04 09:00:00,315867.0,318666.0,5.476,
324726010421592065,What's going on with the world right now? #prayfortexas,Outsiders,Sympathy and support,Related - but not informative,going world right prayfortexas,0,1,2023-01-04 10:00:00,2023-01-04 10:00:00,313493.0,313450.0,2.467,
324726035583209472,Omg #prayfortexas .. OMG  @wanknoskians UM HELLO WHERE WHAT IS THIS WHERE R U DORA !,Outsiders,Sympathy and support,Related - but not informative,omg prayfortexas omg wanknoskians um hello r u dora,0,1,2023-01-04 11:00:00,2023-01-04 11:00:00,313493.0,315892.0,2.467,
324726190785060866,RT @yonkersoem40: RT @WestISD: Law enforcement is advising residents to leave town immediately  #WestExplosion #txfire #Waco #TX,Government,Caution and advice,Related and informative,rt yonkersoem40 rt westisd law enforcement advising residents leave town immediately westexplosion txfire waco tx,1,6,2023-01-04 12:00:00,2023-01-04 12:00:00,318665.0,316414.0,0.571,
324726211764961280,"RT @NewsBreaker: BREAKING: KXXV-TV reporting five firefighters, one police officer dead due to explosion at fertilizer plant in West, TX ...",Media,Affected individuals,Related and informative,rt newsbreaker breaking kxxv tv reporting five firefighters one police officer dead due explosion fertilizer plant west tx,1,3,2023-01-04 13:00:00,2023-01-04 13:00:00,318666.0,316414.0,0.571,
324726610211270657,"RT @YourAnonNews: Blair's Cove Apartments are offering housing, they have +25 units available. Their number is 254-447-0810 #WestExplosion",Media,Donations and volunteering,Related and informative,rt youranonnews blair cove apartments offering housing 25 units available number 254 447 0810 westexplosion,1,5,2023-01-04 14:00:00,2023-01-04 14:00:00,313512.0,313493.0,0.205,
324726660547104770,"RT @cnnbrk: People in West, Texas, being evacuated over fear that fertilizer tank may explode, after major blast at same plant. http://t ...",Media,Affected individuals,Related and informative,rt cnnbrk people west texas evacuated fear fertilizer tank may explode major blast plant http,1,3,2023-01-04 15:00:00,2023-01-04 15:00:00,316414.0,318620.0,0.569,
324726975132495874,@cass_lc that was an explosion a few hours ago in the town of West near Waco. Hundreds injured. At least 60 dead http://t.co/FVkmwnvnNV,Outsiders,Affected individuals,Related and informative,cass_lc explosion hours ago town west near waco hundreds injured least 60 dead http co fvkmwnvnnv,1,3,2023-01-04 16:00:00,2023-01-04 16:00:00,318611.0,313512.0,0.483,
