Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,cleaned_text,informativeness_encoded,information_type_encoded,timestamp,datetime,from,to,distance,cost
406557955228585984,"@AFP: #BREAKING Helicopter crashes into pub in Scottish city of Glasgow: lawmaker, witnesses",Media,Other Useful Information,Related and informative,afp breaking helicopter crashes pub scottish city glasgow lawmaker witnesses,1,1,2023-01-01 13:00:00,2023-01-01 13:00:00,316174.0,317852.0,0.557,
406557992952143872,"Helicopter crashes into Glasgow pub: Helicopter crashes into pub on banks of River Clyde in Glasgow, MP Jim Mu... http://t.co/g5Qs4lUsiL",Media,Other Useful Information,Related and informative,helicopter crashes glasgow pub helicopter crashes pub banks river clyde glasgow mp jim mu http co g5qs4lusil,1,1,2023-01-01 14:00:00,2023-01-01 14:00:00,317853.0,313132.0,0.751,
406558068479393792,RT @colinkelly: BBC News 'reports of several casualties' at Clutha pub in Glasgow after apparent helicopter crash into the building.,Media,Affected individuals,Related and informative,rt colinkelly bbc news reports several casualties clutha pub glasgow apparent helicopter crash building,1,4,2023-01-01 15:00:00,2023-01-01 15:00:00,316085.0,316174.0,1.369,
406558303339413504,"RT @BBCBreaking: Helicopter crashes into pub on banks of River Clyde in Glasgow, MP Jim Murphy tells BBC News http://t.co/laQRtqFLNi",Media,Infrastructure and utilities,Related and informative,rt bbcbreaking helicopter crashes pub banks river clyde glasgow mp jim murphy tells bbc news http co laqrtqflni,1,2,2023-01-01 16:00:00,2023-01-01 16:00:00,313132.0,316084.0,1.171,
406558320137609216,"RT @BBCBreaking: Helicopter crashes into pub on banks of River Clyde in Glasgow, MP Jim Murphy tells BBC News http://t.co/NNxDUxJimz",Media,Infrastructure and utilities,Related and informative,rt bbcbreaking helicopter crashes pub banks river clyde glasgow mp jim murphy tells bbc news http co nnxduxjimz,1,2,2023-01-01 17:00:00,2023-01-01 17:00:00,315982.0,316085.0,1.095,
406558555010260992,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,Media,Affected individuals,Related and informative,rt skynewsbreak update reports multiple people trapped helicopter crashes roof pub glasgow,1,4,2023-01-01 18:00:00,2023-01-01 18:00:00,316084.0,315993.0,1.108,
406558555018645504,"RT @AFP: #BREAKING Helicopter crashes into pub in Scottish city of Glasgow: lawmaker, witnesses",Media,Infrastructure and utilities,Related and informative,rt afp breaking helicopter crashes pub scottish city glasgow lawmaker witnesses,1,2,2023-01-01 19:00:00,2023-01-01 19:00:00,315993.0,316009.0,0.255,
406558559187779584,"RT @glabreakingnews: Helicopter crashes into Glasgow pub: Helicopter crashes into pub on banks of River Clyde in Glasgow, MP Jim... http://…",Media,Other Useful Information,Related and informative,rt glabreakingnews helicopter crashes glasgow pub helicopter crashes pub banks river clyde glasgow mp jim http,1,1,2023-01-01 20:00:00,2023-01-01 20:00:00,316001.0,315982.0,0.17,
406558630490943488,Hopefully everyone OK after the #Clutha Vaults Helicopter crash. Looks at least like the roters aren't inside the pub.,Outsiders,Other Useful Information,Related - but not informative,hopefully everyone ok clutha vaults helicopter crash looks least like roters inside pub,2,1,2023-01-01 21:00:00,2023-01-01 21:00:00,316009.0,316018.0,0.782,
406558848619917312,RT @bouncybluegirl: BBC News - Helicopter crashes into Glasgow pub http://t.co/g0PPoitZvH,Media,Other Useful Information,Related and informative,rt bouncybluegirl bbc news helicopter crashes glasgow pub http co g0ppoitzvh,1,1,2023-01-01 22:00:00,2023-01-01 22:00:00,316009.0,316019.0,0.782,
406559091851808768,Helicopter crashes into Glasgow pub  Shit! This ain't good  http://t.co/PtUUiVuiJI,Outsiders,Infrastructure and utilities,Related - but not informative,helicopter crashes glasgow pub shit good http co ptuuivuiji,2,2,2023-01-01 23:00:00,2023-01-01 23:00:00,316032.0,316001.0,1.493,
406559133807431680,RT @BreakingNews: Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow - @SkyNewsBreak,Media,Affected individuals,Related and informative,rt breakingnews reports multiple people trapped helicopter crashes roof pub glasgow skynewsbreak,1,4,2023-01-02 00:00:00,2023-01-02 00:00:00,316018.0,316045.0,0.795,
406559205110595584,Reports suggest police helicopter involved in Glasgow crash,Outsiders,Other Useful Information,Related and informative,reports suggest police helicopter involved glasgow crash,1,1,2023-01-02 01:00:00,2023-01-02 01:00:00,316019.0,316045.0,0.795,
406559272223666176,RT @BBCBreaking: Glasgow #helicopter crash: Many people injured at #Clutha Vaults in Stockwell Street http://t.co/p8zlvFNAFH,Media,Affected individuals,Related and informative,rt bbcbreaking glasgow helicopter crash many people injured clutha vaults stockwell street http co p8zlvfnafh,1,4,2023-01-02 02:00:00,2023-01-02 02:00:00,313487.0,316032.0,1.195,
406559368684249088,RT @BreakingNews: Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow - @SkyNewsBreak,Media,Affected individuals,Related and informative,rt breakingnews reports multiple people trapped helicopter crashes roof pub glasgow skynewsbreak,1,4,2023-01-02 03:00:00,2023-01-02 03:00:00,317064.0,316032.0,1.195,
406559557457305600,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,Media,Affected individuals,Related and informative,rt skynewsbreak update reports multiple people trapped helicopter crashes roof pub glasgow,1,4,2023-01-02 04:00:00,2023-01-02 04:00:00,316045.0,316063.0,1.275,
406559658087047168,RT @garethoconnor: A helicopter has crashed into the roof of a pub in #Glasgow #Scotland,Outsiders,Infrastructure and utilities,Related and informative,rt garethoconnor helicopter crashed roof pub glasgow scotland,1,2,2023-01-02 05:00:00,2023-01-02 05:00:00,316045.0,316064.0,1.275,
406559930725179392,RT @crushtina: Helicopter crash into Clutha. Praying they'll get everyone out. http://t.co/Me3fQIAsBS,Outsiders,Sympathy and support,Related and informative,rt crushtina helicopter crash clutha praying get everyone http co me3fqiasbs,1,3,2023-01-02 06:00:00,2023-01-02 06:00:00,314165.0,313487.0,1.749,
406559939122192384,RT @BBCBreaking: Glasgow #helicopter crash: Many people injured at #Clutha Vaults in Stockwell Street http://t.co/p8zlvFNAFH,Media,Affected individuals,Related and informative,rt bbcbreaking glasgow helicopter crash many people injured clutha vaults stockwell street http co p8zlvfnafh,1,4,2023-01-02 07:00:00,2023-01-02 07:00:00,314165.0,317064.0,1.749,
406560144647258112,RT @crushtina: Helicopter crash into Clutha. Praying they'll get everyone out. http://t.co/Me3fQIAsBS,Outsiders,Sympathy and support,Related - but not informative,rt crushtina helicopter crash clutha praying get everyone http co me3fqiasbs,2,3,2023-01-02 08:00:00,2023-01-02 08:00:00,315880.0,313487.0,1.749,
406560320795066368,"RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News http://t.co/G4Yr6fuODv",Media,Affected individuals,Related and informative,rt bbcbreaking people pulled clutha pub glasgow helicopter crash eyewitness tells bbc news http co g4yr6fuodv,1,4,2023-01-02 09:00:00,2023-01-02 09:00:00,315880.0,317064.0,1.749,
406561008648736768,D: RT @itvnews: Reports of multiple injuries at the Clutha pub in Glasgow where a helicopter has crashed onto roof http://t.co/fd6yqCNUx1,Media,Affected individuals,Related and informative,rt itvnews reports multiple injuries clutha pub glasgow helicopter crashed onto roof http co fd6yqcnux1,1,4,2023-01-02 10:00:00,2023-01-02 10:00:00,316063.0,316387.0,2.373,
406561449059024896,"#NEWS Helicopter crashes into bar in Glasgow, Scotland [photos] http://t.co/wwncb94lex",Media,Infrastructure and utilities,Related and informative,news helicopter crashes bar glasgow scotland photos http co wwncb94lex,1,2,2023-01-02 11:00:00,2023-01-02 11:00:00,316063.0,316388.0,2.373,
406561662976937986,RT @frasereC4: “@rupertgmorris: Helicopter crashes into busy bar in #glasgow #clutha http://t.co/Yvb38I4Dd1” Incredible picture,Media,Infrastructure and utilities,Related and informative,rt fraserec4 rupertgmorris helicopter crashes busy bar glasgow clutha http co yvb38i4dd1 incredible picture,1,2,2023-01-02 12:00:00,2023-01-02 12:00:00,316064.0,316387.0,2.373,
406561889481924608,"RT @_Chris1312: Canny believe a helicopter crashed into a roof of a pub in Glasgow, that's too major",Outsiders,Sympathy and support,Related - but not informative,rt _chris1312 canny believe helicopter crashed roof pub glasgow major,2,3,2023-01-02 13:00:00,2023-01-02 13:00:00,316064.0,316388.0,2.373,
406561902064828416,RT @c4marcus: Scottish Sun’s Gordon Smart tells Sky News it appears to have been a police helicopter which crashed onto a pub in Glasgow.,Media,Other Useful Information,Related and informative,rt c4marcus scottish sun gordon smart tells sky news appears police helicopter crashed onto pub glasgow,1,1,2023-01-02 14:00:00,2023-01-02 14:00:00,314491.0,314165.0,2.439,
406562271138422784,"RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News http://t.co/G4Yr6fuODv",Media,Affected individuals,Related and informative,rt bbcbreaking people pulled clutha pub glasgow helicopter crash eyewitness tells bbc news http co g4yr6fuodv,1,4,2023-01-02 15:00:00,2023-01-02 15:00:00,314491.0,315880.0,2.439,
406562325693759488,"Fucking hell I can't believe this news about the helicopter crash. How frightening, my god.",Outsiders,Sympathy and support,Related - but not informative,fucking hell believe news helicopter crash frightening god,2,3,2023-01-02 16:00:00,2023-01-02 16:00:00,315882.0,314165.0,2.439,
406562338264088576,RT @itvnews: Picture: emergency services at the scene of Glasgow pub helicopter crash http://t.co/R1DVtxJCYu,Media,Infrastructure and utilities,Related and informative,rt itvnews picture emergency services scene glasgow pub helicopter crash http co r1dvtxjcyu,1,2,2023-01-02 17:00:00,2023-01-02 17:00:00,315882.0,315880.0,2.439,
406562426323484672,"RT @BBCBreaking: Glasgow #helicopter crash: It's just a horrible, horrible scene, MP Jim Murphy tells BBC News http://t.co/UfF4I8uOUs #Cl…",Media,Other Useful Information,Related and informative,rt bbcbreaking glasgow helicopter crash horrible horrible scene mp jim murphy tells bbc news http co uff4i8uous cl,1,1,2023-01-02 18:00:00,2023-01-02 18:00:00,316387.0,316328.0,1.687,
406562522805071873,RT @STVNews: Helicopter 'crashes into roof of bar' in Glasgow city centre http://t.co/FBhpbpcXfY,Media,Infrastructure and utilities,Related and informative,rt stvnews helicopter crashes roof bar glasgow city centre http co fbhpbpcxfy,1,2,2023-01-02 19:00:00,2023-01-02 19:00:00,316387.0,317168.0,1.687,
406562665415598080,RT @STVNews: Helicopter 'crashes into roof of bar' in Glasgow city centre http://t.co/FBhpbpcXfY,Media,Infrastructure and utilities,Related and informative,rt stvnews helicopter crashes roof bar glasgow city centre http co fbhpbpcxfy,1,2,2023-01-02 20:00:00,2023-01-02 20:00:00,316388.0,316328.0,1.687,
406562678006898688,RT @85Wilz: I hope everyone involved in the #helicopter crash in #Glasgow get out okay. My thoughts are with the people caught up in it. Aw…,Outsiders,Sympathy and support,Related - but not informative,rt 85wilz hope everyone involved helicopter crash glasgow get okay thoughts people caught aw,2,3,2023-01-02 21:00:00,2023-01-02 21:00:00,316388.0,317168.0,1.687,
406562812236820480,HEADLINES Helicopter crashes into Glasgow pub: Helicopter crashes into pub on banks of River Cly... http://t.co/okMLt9iuI5 Follow Warren,Media,Infrastructure and utilities,Related and informative,headlines helicopter crashes glasgow pub helicopter crashes pub banks river cly http co okmlt9iui5 follow warren,1,2,2023-01-02 22:00:00,2023-01-02 22:00:00,314485.0,314491.0,0.221,
406562929665134592,RT @glazingblogger: Thoughts and prayers to all involved in the Glasgow helicopter crash tonight.,Media,Sympathy and support,Related - but not informative,rt glazingblogger thoughts prayers involved glasgow helicopter crash tonight,2,3,2023-01-02 23:00:00,2023-01-02 23:00:00,314485.0,315882.0,0.221,
406562938028576768,"RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News http://t.co/G4Yr6fuODv",Media,Affected individuals,Related and informative,rt bbcbreaking people pulled clutha pub glasgow helicopter crash eyewitness tells bbc news http co g4yr6fuodv,1,4,2023-01-03 00:00:00,2023-01-03 00:00:00,315883.0,314491.0,0.221,
406563068085555200,Hoping people are ok at Clutha pub in Glasgow. Tragic. Helicopter crash.,Outsiders,Sympathy and support,Related - but not informative,hoping people ok clutha pub glasgow tragic helicopter crash,2,3,2023-01-03 01:00:00,2023-01-03 01:00:00,315883.0,315882.0,0.221,
406563101644173312,RT @Janney_h: Omg.. Scary scenes over road #crash #helicopter #Glasgow http://t.co/wNWC8FH5ct,Outsiders,Other Useful Information,Related - but not informative,rt janney_h omg scary scenes road crash helicopter glasgow http co wnwc8fh5ct,2,1,2023-01-03 02:00:00,2023-01-03 02:00:00,316328.0,316314.0,0.294,
406563147756347392,RT @p_mcpartlin: Appears to be a police helicopter going by this pic RT @Janney_h: Helicopter crash into pub over road from our hotel! http…,Outsiders,Other Useful Information,Related and informative,rt p_mcpartlin appears police helicopter going pic rt janney_h helicopter crash pub road hotel http,1,1,2023-01-03 03:00:00,2023-01-03 03:00:00,316328.0,317171.0,0.294,
406563286164176896,RT @c4marcus: Image here from @Janney_h appears to confirm it is indeed police helicopter involved in Glasgow crash: http://t.co/BySlVrh2aM,Outsiders,Other Useful Information,Related and informative,rt c4marcus image janney_h appears confirm indeed police helicopter involved glasgow crash http co byslvrh2am,1,1,2023-01-03 04:00:00,2023-01-03 04:00:00,317168.0,316314.0,0.294,
406563357479927808,RT @STVNews: A helicopter has crashed into the roof of the Clutha Bar is Stockwell Street in Glasgow http://t.co/0j2lszbBek,Media,Infrastructure and utilities,Related and informative,rt stvnews helicopter crashed roof clutha bar stockwell street glasgow http co 0j2lszbbek,1,2,2023-01-03 05:00:00,2023-01-03 05:00:00,317168.0,317171.0,0.294,
406563374236196864,RT @c4marcus: Image here from @Janney_h appears to confirm it is indeed police helicopter involved in Glasgow crash: http://t.co/BySlVrh2aM,Outsiders,Other Useful Information,Related and informative,rt c4marcus image janney_h appears confirm indeed police helicopter involved glasgow crash http co byslvrh2am,1,1,2023-01-03 06:00:00,2023-01-03 06:00:00,314433.0,314485.0,2.939,
406563403625672704,RT @JCBelfast: The Police Memorial Trust confirming it is Police Scotland helicopter SP99 involved in the incident in #glasgow. #clutha,Government,Infrastructure and utilities,Related and informative,rt jcbelfast police memorial trust confirming police scotland helicopter sp99 involved incident glasgow clutha,1,2,2023-01-03 07:00:00,2023-01-03 07:00:00,314433.0,315883.0,2.939,
406563734962700288,Small relief that the crash wasn't accompanied by explosion/fire. Hope all got out without serious injury. No real news on that yet #clutha,Outsiders,Sympathy and support,Related - but not informative,small relief crash accompanied explosion fire hope got without serious injury real news yet clutha,2,3,2023-01-03 08:00:00,2023-01-03 08:00:00,315886.0,314485.0,2.939,
406563743339143168,RT @ProtectRPolice: Thoughts tonight with all those involved in #Clutha helicopter crash. All emergency services working hard together #Eme…,Outsiders,Sympathy and support,Related - but not informative,rt protectrpolice thoughts tonight involved clutha helicopter crash emergency services working hard together eme,2,3,2023-01-03 09:00:00,2023-01-03 09:00:00,315886.0,315883.0,2.939,
406563965649838080,RT @nora_eats: Thoughts with all at #clutha #glasgow #helicopter #crash site MT“@Janney_h: Helicopter crash into pub http://t.co/EluRSi3Cdb”,Outsiders,Sympathy and support,Related - but not informative,rt nora_eats thoughts clutha glasgow helicopter crash site mt janney_h helicopter crash pub http co elursi3cdb,2,3,2023-01-03 10:00:00,2023-01-03 10:00:00,316314.0,314460.0,2.861,
406564083107131393,RT @Michaelaby1: Helicopter 'crashes into pub in Glasgow' http://t.co/fgmY9dRnbU,Outsiders,Infrastructure and utilities,Related and informative,rt michaelaby1 helicopter crashes pub glasgow http co fgmy9drnbu,1,2,2023-01-03 11:00:00,2023-01-03 11:00:00,316314.0,315866.0,2.861,
406564200543424512,RT @Janney_h: Omg.. Scary scenes over road #crash #helicopter #Glasgow http://t.co/wNWC8FH5ct,Eyewitness,Sympathy and support,Related - but not informative,rt janney_h omg scary scenes road crash helicopter glasgow http co wnwc8fh5ct,2,3,2023-01-03 12:00:00,2023-01-03 12:00:00,317171.0,314460.0,2.861,
406564301210546176,"RT @BBCBreaking: Helicopter crashes into pub on banks of River Clyde in Glasgow, MP Jim Murphy tells BBC News http://t.co/laQRtqFLNi",Media,Infrastructure and utilities,Related and informative,rt bbcbreaking helicopter crashes pub banks river clyde glasgow mp jim murphy tells bbc news http co laqrtqflni,1,2,2023-01-03 13:00:00,2023-01-03 13:00:00,317171.0,315866.0,2.861,
406564523479670784,"RT @MatthewKeysLive: LIVE: Coverage of helicopter crash in Glasgow, Scotland (Sky) - http://t.co/Sx8Saxbmx7 http://t.co/2MpLTt7kvH",Media,Other Useful Information,Related and informative,rt matthewkeyslive live coverage helicopter crash glasgow scotland sky http co sx8saxbmx7 http co 2mpltt7kvh,1,1,2023-01-03 14:00:00,2023-01-03 14:00:00,314460.0,314446.0,0.259,
406564527690743808,RT @Rebecca__Gray: This picture appears to show police helicopter RT: @Janney_h: Helicopter crash into pub over road from our hotel! http:/…,Outsiders,Other Useful Information,Related and informative,rt rebecca__gray picture appears show police helicopter rt janney_h helicopter crash pub road hotel http,1,1,2023-01-03 15:00:00,2023-01-03 15:00:00,314460.0,315867.0,0.259,
406564611572649984,RT @BBCNews: Unconfirmed reports that police #helicopter was involved in Glasgow crash http://t.co/k7gCz0VvcK #Clutha,Media,Other Useful Information,Related and informative,rt bbcnews unconfirmed reports police helicopter involved glasgow crash http co k7gcz0vvck clutha,1,1,2023-01-03 16:00:00,2023-01-03 16:00:00,315866.0,314446.0,0.259,
406564703838547968,"Helicopter Crashes Into Pub in Glasgow, Scotland: Helicopter crashes into pub in Glasgow, Scotland     http://t.co/077m7GylL3",Media,Infrastructure and utilities,Related and informative,helicopter crashes pub glasgow scotland helicopter crashes pub glasgow scotland http co 077m7gyll3,1,2,2023-01-03 17:00:00,2023-01-03 17:00:00,315866.0,315867.0,0.259,
406564850635374593,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,Media,Affected individuals,Related and informative,rt skynewsbreak update reports multiple people trapped helicopter crashes roof pub glasgow,1,4,2023-01-03 18:00:00,2023-01-03 18:00:00,314419.0,314433.0,0.249,
406564867437363200,RT @AJEnglish: Helicopter crashes into pub in Glasgow http://t.co/CBme9vdKnc,Media,Infrastructure and utilities,Related and informative,rt ajenglish helicopter crashes pub glasgow http co cbme9vdknc,1,2,2023-01-03 19:00:00,2023-01-03 19:00:00,314419.0,315886.0,0.249,
406564905190297600,"RT @NewsTalk2UE: Reports a police helicopter crashed into the Glasgow pub, which was packed on a Friday night. Picture from @Janney_h http:…",Media,Other Useful Information,Related and informative,rt newstalk2ue reports police helicopter crashed glasgow pub packed friday night picture janney_h http,1,1,2023-01-03 20:00:00,2023-01-03 20:00:00,315887.0,314433.0,0.249,
406564972290785280,RT @RT_com: PHOTO of helicopter crash in #Glasgow by @Janney_h  http://t.co/KeRw2RNq0F http://t.co/uHKKA4dGn7,Media,Other Useful Information,Related and informative,rt rt_com photo helicopter crash glasgow janney_h http co kerw2rnq0f http co uhkka4dgn7,1,1,2023-01-03 21:00:00,2023-01-03 21:00:00,315887.0,315886.0,0.249,
406565077131988992,RT @mshafiquk: BREAKING NEWS: photo of the helicopter crash in Glasgow http://t.co/WRVcZYX2zL,Media,Other Useful Information,Related and informative,rt mshafiquk breaking news photo helicopter crash glasgow http co wrvczyx2zl,1,1,2023-01-03 22:00:00,2023-01-03 22:00:00,313438.0,314419.0,3.248,
406565098111905792,"RT @celticfc: Terrible news of helicopter crashing into Clutha Bar, Glasgow tonight. Thoughts &amp; prayers with those affected by this terribl…",Business,Sympathy and support,Related - but not informative,rt celticfc terrible news helicopter crashing clutha bar glasgow tonight thoughts amp prayers affected terribl,2,3,2023-01-03 23:00:00,2023-01-03 23:00:00,313438.0,315887.0,3.248,
406565156827979776,"RT @stoksey10: Crazy news to hear a helicopter has crashed in Glasgow city centre, can only hope everyone involved is ok!",Outsiders,Sympathy and support,Related - but not informative,rt stoksey10 crazy news hear helicopter crashed glasgow city centre hope everyone involved ok,2,3,2023-01-04 00:00:00,2023-01-04 00:00:00,315891.0,314419.0,3.248,
406565223953608704,"RT @dougie_1888: helicopter crash in glasgow hope everyone in the pub is ok, pic from http://t.co/TVwU29DoPQ",Outsiders,Sympathy and support,Related - but not informative,rt dougie_1888 helicopter crash glasgow hope everyone pub ok pic http co tvwu29dopq,2,3,2023-01-04 01:00:00,2023-01-04 01:00:00,315891.0,315887.0,3.248,
406565228143706112,Thinking of those involved in the Glasgow helicopter crash x,Outsiders,Sympathy and support,Related - but not informative,thinking involved glasgow helicopter crash x,2,3,2023-01-04 02:00:00,2023-01-04 02:00:00,313450.0,313438.0,0.313,
406565249098469377,Helicopter crashes into pub in Glasgow http://t.co/blxxtNJIyX via @AJEnglish,Media,Other Useful Information,Related and informative,helicopter crashes pub glasgow http co blxxtnjiyx via ajenglish,1,1,2023-01-04 03:00:00,2023-01-04 03:00:00,313450.0,315891.0,0.313,
406565320397422592,"RT @Reuters: Helicopter crashes into Glasgow pub, multiple casualties: BBC http://t.co/3Y4Woxbxyb",Media,Affected individuals,Related and informative,rt reuters helicopter crashes glasgow pub multiple casualties bbc http co 3y4woxbxyb,1,4,2023-01-04 04:00:00,2023-01-04 04:00:00,315892.0,313438.0,0.313,
406565332984549377,"RT @BBCBreaking: Helicopter crashes into pub on banks of River Clyde in Glasgow, MP Jim Murphy tells BBC News http://t.co/laQRtqFLNi",Media,Other Useful Information,Related and informative,rt bbcbreaking helicopter crashes pub banks river clyde glasgow mp jim murphy tells bbc news http co laqrtqflni,1,1,2023-01-04 05:00:00,2023-01-04 05:00:00,315892.0,315891.0,0.313,
406565362369843200,RT @Police_Memorial: Our thoughts are with the crew of @policescotland SP99 helicopter that has crashed in Glasgow - hoping everyone is alr…,Government,Affected individuals,Related - but not informative,rt police_memorial thoughts crew policescotland sp99 helicopter crashed glasgow hoping everyone alr,2,4,2023-01-04 06:00:00,2023-01-04 06:00:00,314446.0,318665.0,5.476,
406565395898720256,Police helicopter crashes into Clutha Vaults pub in Glasgow. A favourite of mine in years gone by. :-(,Outsiders,Other Useful Information,Related - but not informative,police helicopter crashes clutha vaults pub glasgow favourite mine years gone,2,1,2023-01-04 07:00:00,2023-01-04 07:00:00,314446.0,318666.0,5.476,
406565437846351873,RT @David_Cameron: My thoughts are with everyone affected by the helicopter crash in Glasgow - and the emergency services working tonight.,Government,Sympathy and support,Related - but not informative,rt david_cameron thoughts everyone affected helicopter crash glasgow emergency services working tonight,2,3,2023-01-04 08:00:00,2023-01-04 08:00:00,315867.0,318665.0,5.476,
406565542712336385,@journostacey I drive straight through the town past glasgow green and was staring up at a helicopter the other night. See it all the time.,Outsiders,Other Useful Information,Related - but not informative,journostacey drive straight town past glasgow green staring helicopter night see time,2,1,2023-01-04 09:00:00,2023-01-04 09:00:00,315867.0,318666.0,5.476,
406565622408310784,Hope everyone in and around that pub get out safe #Clutha,Outsiders,Sympathy and support,Related - but not informative,hope everyone around pub get safe clutha,2,3,2023-01-04 10:00:00,2023-01-04 10:00:00,313493.0,313450.0,2.467,
406565777601753088,RT @c4marcus: Image here from @Janney_h appears to confirm it is indeed police helicopter involved in Glasgow crash: http://t.co/BySlVrh2aM,Outsiders,Other Useful Information,Related and informative,rt c4marcus image janney_h appears confirm indeed police helicopter involved glasgow crash http co byslvrh2am,1,1,2023-01-04 11:00:00,2023-01-04 11:00:00,313493.0,315892.0,2.467,
406565840486928384,Helicopter hits glasgow pub. http://t.co/GF6djsgFkm blimey. Hope all ok.,Outsiders,Sympathy and support,Related and informative,helicopter hits glasgow pub http co gf6djsgfkm blimey hope ok,1,3,2023-01-04 12:00:00,2023-01-04 12:00:00,318665.0,316414.0,0.571,
