Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,cleaned_text,informativeness_encoded,information_type_encoded
239459270427553792,RT @globovision: Desmienten que la explosión de Amuay se deba a la falta de mantenimiento de la refinería http://t.co/Y8VbDLat,Media,Other Useful Information,Related and informative,rt globovision desmienten que la explosión de amuay se deba la falta de mantenimiento de la refinería http co y8vbdlat,1,4
239460335772393472,RT @Betsydelva: #Farmasol20 #Amuay Centro de Acopio en Puerto La Cruz: Plaza Mayor  &lt; @LucioQuincioC @Alsuita,Outsiders,Donations and volunteering,Related and informative,rt betsydelva farmasol20 amuay centro de acopio en puerto la cruz plaza mayor lt lucioquincioc alsuita,1,6
239461329830809600,Repetimos el teléfono de Protección Civil Falcón (0268)2511799. No ocupe las líneas telefónicas si no es una emergencia #Amuay,Government,Donations and volunteering,Related and informative,repetimos el teléfono de protección civil falcón 0268 2511799 ocupe las líneas telefónicas si es una emergencia amuay,1,6
239461786976395264,RT @AndresECE: @LuisOlavarrieta: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/oJCkUgol”,Outsiders,Donations and volunteering,Related and informative,rt andresece luisolavarrieta ayudemos nuestros hermanos de amuay aquí están los centros de acopio http co ojckugol,1,6
239462084784566272,Siento Mucho Lo Que Paso Hoy En la Refinería De Amuay☹ #FuerzasPuntoFijo,Outsiders,Sympathy and support,Related - but not informative,siento mucho lo que paso hoy en la refinería de amuay fuerzaspuntofijo,2,2
239462504202395649,RT @SayaleroMissU79: Muy lamentable la noticia de Venezuela refineria de #Amuay. Es la refineria mas importante de Venezuela. Definitiva ...,Outsiders,Sympathy and support,Related - but not informative,rt sayaleromissu79 muy lamentable la noticia de venezuela refineria de amuay es la refineria mas importante de venezuela definitiva,2,2
239462806221631489,"RT @RDelima9: Sigue el candelero y el humo, Vista desde Judibana #Amuay CRP http://t.co/EgVKOTnq",Eyewitness,Other Useful Information,Related and informative,rt rdelima9 sigue el candelero el humo vista desde judibana amuay crp http co egvkotnq,1,4
239462885892423680,#amuay LATEST NEWS SPRINGSTEEN PULLS DAUGHTER ONSTAGE FOR DANCE... http://t.co/pG9x6jJQ,Not labeled,Not labeled,Not related,amuay latest news springsteen pulls daughter onstage dance http co pg9x6jjq,0,0
239463468917469184,#SPAmuay RT @LuisOlavarrieta: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/L0AUUofb”,NGOs,Donations and volunteering,Related - but not informative,spamuay rt luisolavarrieta ayudemos nuestros hermanos de amuay aquí están los centros de acopio http co l0auuofb,2,6
239463766704652288,MP designó fiscal nacional y equipo técnico para investigar explosión en refinería de Amuay http://t.co/j32Ob3ir,Government,Other Useful Information,Related and informative,mp designó fiscal nacional equipo técnico para investigar explosión en refinería de amuay http co j32ob3ir,1,4
239463875744002048,RT @BladimirGM: Los HDP Escuacas tratando de sacar punta a la tragedia de #Amuay por eso MÁS NUNCA VOLVERÁN!!!,Not applicable,Other Useful Information,Related - but not informative,rt bladimirgm los hdp escuacas tratando de sacar punta la tragedia de amuay por eso más nunca volverán,2,4
239464181923999745,"Lamentable...@avaldezpy: Saboteando con vidas siempre la derecha mata a los nuestros, x q no ponen sus muertos x lo menos #Amuay",Outsiders,Affected individuals,Related - but not informative,lamentable avaldezpy saboteando con vidas siempre la derecha mata los nuestros x q ponen sus muertos x lo menos amuay,2,1
239464416809209857,"RT @TiaPanaYo: Noooo, la vaina no es politizar la tragedia pero en VTV solo veo a afectados #Amuay con franelas y gorras rojas #MegaFail",Outsiders,Other Useful Information,Related - but not informative,rt tiapanayo noooo la vaina es politizar la tragedia pero en vtv solo veo afectados amuay con franelas gorras rojas megafail,2,4
239464714625765376,RT @PDVSA: Ministro Rafael Ramírez da detalles del siniestro de Amuay. http://t.co/UNZtxX20 (Video) #Amuay,Government,Other Useful Information,Related and informative,rt pdvsa ministro rafael ramírez da detalles del siniestro de amuay http co unztxx20 video amuay,1,4
239464865612300288,RT @NOTIFALCON: Deben evitarse los desplazamientos innecesarios hacia zonas cercanas a la refinería Amuay #ExplosiónAmuay,Media,Caution and advice,Related and informative,rt notifalcon deben evitarse los desplazamientos innecesarios hacia zonas cercanas la refinería amuay explosiónamuay,1,7
239465914209280000,RT @stellapatagonia: RT @monnissima: #Amuay INCENDIO....FALCON SI TIENE DOLIENTES!!!! http://t.co/bfq7YjpW,Outsiders,Other Useful Information,Related - but not informative,rt stellapatagonia rt monnissima amuay incendio falcon si tiene dolientes http co bfq7yjpw,2,4
239466383971336192,Espero que la situación critica en #Amuay mejore con la ayuda de Jehova (MSP) para todas las familias afectadas,Outsiders,Sympathy and support,Related - but not informative,espero que la situación critica en amuay mejore con la ayuda de jehova msp para todas las familias afectadas,2,2
239466430100275200,Hoy venezuela se viste de luto para acompañar a todas esas familias que perdieron un ser querido en la refinería... http://t.co/aPux0q8f,Outsiders,Sympathy and support,Related - but not informative,hoy venezuela se viste de luto para acompañar todas esas familias que perdieron un ser querido en la refinería http co apux0q8f,2,2
239466488820539392,Inician las investigaciones sobre la explosión n la refinería Amuay http://t.co/Dppqn9IBno hay mucho q investigar conocemos el culpable CH,Outsiders,Infrastructure and utilities,Related and informative,inician las investigaciones sobre la explosión n la refinería amuay http co dppqn9ibno hay mucho q investigar conocemos el culpable ch,1,5
239467411575799808,RT @ponterf: PDVSA Roja Rojita? Quien es el que la Politizo? #Amuay http://t.co/PklMwHk2 http://t.co/9ENCrV0U,Not labeled,Not labeled,Not related,rt ponterf pdvsa roja rojita quien es el que la politizo amuay http co pklmwhk2 http co 9encrv0u,0,0
239469106070450176,RT @globovision: Esta es la crónica publicada en El País de España sobre incendio en refinería de Amuay http://t.co/S9CCTV1R,Media,Other Useful Information,Related and informative,rt globovision esta es la crónica publicada en el país de españa sobre incendio en refinería de amuay http co s9cctv1r,1,4
239469148005101569,#amuay To all the horny guys lmaooo http://t.co/XL8hvIDp,Not labeled,Not labeled,Not related,amuay horny guys lmaooo http co xl8hvidp,0,0
239470402081021952,"RT @hcapriles: Lamentamos profundamente la pérdida de 24 personas por una explosión en la refinería de Amuay,que Dios los tenga en su gloria",Outsiders,Sympathy and support,Related - but not informative,rt hcapriles lamentamos profundamente la pérdida de 24 personas por una explosión en la refinería de amuay que dios los tenga en su gloria,2,2
239470410478006272,"RT @gabrijuliaet: En fin... que una no sabe qué es más fuerte, si el dolor o la indignación. #Amuay",Outsiders,Not applicable,Related - but not informative,rt gabrijuliaet en fin que una sabe qué es más fuerte si el dolor la indignación amuay,2,3
239472268558868481,40 letras muy poco para expresar mi tristeza y como dijo Ali tampoco basta rezar #PuntoFijo #Amuay de mi Patria como me dueles el Alma :_(,Outsiders,Sympathy and support,Related - but not informative,40 letras muy poco para expresar mi tristeza como dijo ali tampoco basta rezar puntofijo amuay de mi patria como dueles el alma _,2,2
239473111630753792,RT @gusade: RT @ponterf: Para los q dicen q no se politice lo de #Amuay les dejo una imagen q habla por si sola: http://t.co/qAuN36wh,Outsiders,Other Useful Information,Related - but not informative,rt gusade rt ponterf para los q dicen q se politice lo de amuay les dejo una imagen q habla por si sola http co qaun36wh,2,4
239473853993193472,"RT @montanertwiter: En pleno trabajo d rodaje,no podemos evitar la tristeza x nuestra gente del Estado falcón,Venezuela. #Amuay",Outsiders,Sympathy and support,Related - but not informative,rt montanertwiter en pleno trabajo rodaje podemos evitar la tristeza x nuestra gente del estado falcón venezuela amuay,2,2
239474147607080960,RT @PDVSA: Vicepresidente Jaua: Trabajamos para garantizar la atención a las víctimas http://t.co/ZgsxniOO (Video) #Amuay,Government,Other Useful Information,Related and informative,rt pdvsa vicepresidente jaua trabajamos para garantizar la atención las víctimas http co zgsxnioo video amuay,1,4
239474365710864384,RT @greivisvasquez: Muy triste por lo ocurrido en la refineria Amuay! Apoyo total para todas las personas afectadas.,Outsiders,Sympathy and support,Related - but not informative,rt greivisvasquez muy triste por lo ocurrido en la refineria amuay apoyo total para todas las personas afectadas,2,2
239474680304640000,RT @trafficMATURIN: RT @trafficptofijo: via @TULIOCASTILLOA: Niño Sobreviviente de...  #amuay rescatado debajo de escombros x Bombero Hé ...,Outsiders,Other Useful Information,Related and informative,rt trafficmaturin rt trafficptofijo via tuliocastilloa niño sobreviviente de amuay rescatado debajo de escombros x bombero hé,1,4
239474768351481856,RT @VenezuelaPublic: Accidentes en #Pdvsa desde el 2002 (Cronología) http://t.co/c8SJosHp #actualidad #nacionales #amuay,Media,Not applicable,Related and informative,rt venezuelapublic accidentes en pdvsa desde el 2002 cronología http co c8sjoshp actualidad nacionales amuay,1,3
239476324459216896,"RT @rhonaldrivero: #Quemados de #Refinería #Amuay, van llegando al Aeropuerto Internacional de la Chinita #Maracaibo para ser trasladado ...",Outsiders,Affected individuals,Related and informative,rt rhonaldrivero quemados de refinería amuay van llegando al aeropuerto internacional de la chinita maracaibo para ser trasladado,1,1
239476836172693505,"Que dios todo poderoso, reciba en sus manos a nuestros hermanos que murieron en la explosion de la refineria en venezuela",Outsiders,Sympathy and support,Related - but not informative,que dios todo poderoso reciba en sus manos nuestros hermanos que murieron en la explosion de la refineria en venezuela,2,2
239477066846834688,RT @Gaetano_lo_dice: el avión no puede salir de Cuba porque llegó el huracán allá. El agua siempre lo jode. #Amuay,Not labeled,Not labeled,Not related,rt gaetano_lo_dice el avión puede salir de cuba porque llegó el huracán allá el agua siempre lo jode amuay,0,0
239477133972475904,Mapas: Explosión en #Amuay | Últimas Noticias http://t.co/xcCSqmsg vía @UNoticias,Media,Infrastructure and utilities,Related and informative,mapas explosión en amuay últimas noticias http co xccsqmsg vía unoticias,1,5
239478660673978368,RT @trafficMIRANDA: RT @trafficptofijo: via @TULIOCASTILLOA: Niño Sobreviviente de...  #amuay rescatado debajo de escombros x Bombero Hé ...,Media,Affected individuals,Related and informative,rt trafficmiranda rt trafficptofijo via tuliocastilloa niño sobreviviente de amuay rescatado debajo de escombros x bombero hé,1,1
239478690042494976,RT @SOSve: En un país democrático ya hubiesen renunciado todos los directivos comenzando por Rafael Ramírez #Amuay,Outsiders,Other Useful Information,Related - but not informative,rt sosve en un país democrático ya hubiesen renunciado todos los directivos comenzando por rafael ramírez amuay,2,4
239479273029791745,RT @SayaleroMissU79: Muy lamentable la noticia de Venezuela refineria de #Amuay. Es la refineria mas importante de Venezuela. Definitiva ...,Outsiders,Sympathy and support,Related and informative,rt sayaleromissu79 muy lamentable la noticia de venezuela refineria de amuay es la refineria mas importante de venezuela definitiva,1,2
239479981875548161,Olivares se solidariza con familiares de accidente en Refinería de Amuay: Indicó que el Comando Venezuela en Var... http://t.co/3KKpWCq0,Media,Sympathy and support,Related and informative,olivares se solidariza con familiares de accidente en refinería de amuay indicó que el comando venezuela en var http co 3kkpwcq0,1,2
239481428902047744,Comunicado de Henrique Capriles Radonski a la opinión pública por la explosión en la Refineria de Amuay http://t.co/Bb6P9m58,Outsiders,Not applicable,Related and informative,comunicado de henrique capriles radonski la opinión pública por la explosión en la refineria de amuay http co bb6p9m58,1,3
239483047903383553,"Nuevamente fuerte olor a gas proveniente de la refineria de Pto la cruz, esperemos q Dios nos ampare y no pase lo de Amuay! :-¡",Outsiders,Sympathy and support,Related - but not informative,nuevamente fuerte olor gas proveniente de la refineria de pto la cruz esperemos q dios nos ampare pase lo de amuay,2,2
239483849032228864,RT @gigidiba: http://t.co/R5TfCXBM a esta hora #AMUAY ,Eyewitness,Other Useful Information,Related and informative,rt gigidiba http co r5tfcxbm esta hora amuay,1,4
239485015069691904,@IzarraDeVerdad  la gente que política con el dolor humano y tragedia da asco como lo hace la oposición. Usan #Amuay como bandera politica,Outsiders,Other Useful Information,Related - but not informative,izarradeverdad la gente que política con el dolor humano tragedia da asco como lo hace la oposición usan amuay como bandera politica,2,4
239485312831725570,RT @PDVSA: Presidente Chávez expresa dolor por la tragedia en Amuay y declara 3 días de duelo nacional http://t.co/lVfAhE5R (video) #Amuay,Government,Sympathy and support,Related and informative,rt pdvsa presidente chávez expresa dolor por la tragedia en amuay declara 3 días de duelo nacional http co lvfahe5r video amuay,1,2
239485413516001281,RT @ArcangelPrrra: La Formula se solidariza con la trajedia ocurrida en Venezuela  por la explosion de la Refineria Amuay que ha dejado  ...,Outsiders,Sympathy and support,Related - but not informative,rt arcangelprrra la formula se solidariza con la trajedia ocurrida en venezuela por la explosion de la refineria amuay que ha dejado,2,2
239486101360877568,RT @jchacon2021: RT @GISXXI: Refinería de Amuay está en capacidad de reiniciar operaciones en dos días (AVN) http://t.co/UYfS0waS,Outsiders,Infrastructure and utilities,Related and informative,rt jchacon2021 rt gisxxi refinería de amuay está en capacidad de reiniciar operaciones en dos días avn http co uyfs0was,1,5
239486512436244480,RT @JustGlory: El humo se eleva cual dedo acusador en #Amuay,Outsiders,Other Useful Information,Related - but not informative,rt justglory el humo se eleva cual dedo acusador en amuay,2,4
239486785028239360,"RT @jeanfreddy: Investigación sobre #Amuay está en cola. Está pendiente La Planta, derrame de Guarapiche y CAVIM que siguen sin respuestas.",Outsiders,Other Useful Information,Related - but not informative,rt jeanfreddy investigación sobre amuay está en cola está pendiente la planta derrame de guarapiche cavim que siguen sin respuestas,2,4
239487376429289472,#Wikileak RT @DailinRivero Me cuenta un amigo q en Inglaterra bloquearon las noticias s/ el suceso de #Amuay. Solo puede leer por Facebook.,Outsiders,Other Useful Information,Related - but not informative,wikileak rt dailinrivero cuenta un amigo q en inglaterra bloquearon las noticias el suceso de amuay solo puede leer por facebook,2,4
239487745549017089,"RT @trafficMcbo: #Urgente / #Psicólogos que quieran dar su apoyo,favor dirigirse al Hospital Dr. Rafael Calles Sierra #Falcón",Outsiders,Donations and volunteering,Related - but not informative,rt trafficmcbo urgente psicólogos que quieran dar su apoyo favor dirigirse al hospital dr rafael calles sierra falcón,2,6
239488156590809089,RT @globovision: La alarma de la refinería de Amuay no habría sonado ante el escape de gas http://t.co/L81Xvizc,Media,Other Useful Information,Related and informative,rt globovision la alarma de la refinería de amuay habría sonado ante el escape de gas http co l81xvizc,1,4
239488248865505280,Mi Pueblo de Luto! Dios tenga en su Gloria a Tantas Personas Inocentes de la Irresponsabilidad. Paraguana Fortaleza #Amuay,Outsiders,Sympathy and support,Related - but not informative,mi pueblo de luto dios tenga en su gloria tantas personas inocentes de la irresponsabilidad paraguana fortaleza amuay,2,2
239488731185291264,RT @rkmykeny: La Formula se solidariza con la trajedia ocurrida en Venezuela  por la explosion de la Refineria Amuay que ha dejado muert ...,Outsiders,Sympathy and support,Related and informative,rt rkmykeny la formula se solidariza con la trajedia ocurrida en venezuela por la explosion de la refineria amuay que ha dejado muert,1,2
239489138041167873,RT @elalexgoncalves: Alegar Sabotaje es admitir ineficiencia en la seguridad interna de algo tan delicado como una refinería! #Amuay,Outsiders,Other Useful Information,Related - but not informative,rt elalexgoncalves alegar sabotaje es admitir ineficiencia en la seguridad interna de algo tan delicado como una refinería amuay,2,4
239489507148316672,RT @IzarraDeVerdad: Descartado falta de mantenimiento como causa de incendio en #Amuay http://t.co/8yIOcRf7,Government,Other Useful Information,Related and informative,rt izarradeverdad descartado falta de mantenimiento como causa de incendio en amuay http co 8yiocrf7,1,4
239489884656660480,Capriles lamentó los hechos de refinería Amuay  http://t.co/E5cd5ODd,Outsiders,Sympathy and support,Related - but not informative,capriles lamentó los hechos de refinería amuay http co e5cd5odd,2,2
239490106954752001,RT @gabriela2400: Incendio de la Refineria de Amuay visto desde C.C. Paraguana Mall: http://t.co/xw6Poo3v vía @JohanMontero,Eyewitness,Other Useful Information,Related - but not informative,rt gabriela2400 incendio de la refineria de amuay visto desde c c paraguana mall http co xw6poo3v vía johanmontero,2,4
239490182452236288,"En 2dias estaran trabajando de nuevo, dijo el chacalito @SOSve: Me pregunto si quedará algo del complejo de #amuay",Outsiders,Other Useful Information,Related - but not informative,en 2dias estaran trabajando de nuevo dijo el chacalito sosve pregunto si quedará algo del complejo de amuay,2,4
239490929017360384,RT @MAQUINADELAIRE: Todo sobre la explosión en la refinería Amuay (Fotos-Videos) | La Máquina Digital http://t.co/V28RpPv8,Media,Other Useful Information,Related and informative,rt maquinadelaire todo sobre la explosión en la refinería amuay fotos videos la máquina digital http co v28rppv8,1,4
239490954204164097,What do you say Paraguana? que buena verga y no digo más!!.  #Ali #HonorALasVictimas #Amuay,Outsiders,Other Useful Information,Related - but not informative,say paraguana que buena verga digo más ali honoralasvictimas amuay,2,4
239491088384151552,Piden poder pero no tienen el coraje de asumir sus responsabilidades #amuay.,Outsiders,Other Useful Information,Related - but not informative,piden poder pero tienen el coraje de asumir sus responsabilidades amuay,2,4
239491205841448960,"RT @LucioQuincioC: Me reportan mis centuriones en la zona que hay nuevas explosiones,.atentos..#amuay",Outsiders,Not applicable,Related and informative,rt lucioquincioc reportan mis centuriones en la zona que hay nuevas explosiones atentos amuay,1,3
239491839202316290,RT @HayUnCamino: Comunicado de @hcapriles a la opinión pública por la explosión en #Amuay http://t.co/1CeTty7q,Outsiders,Other Useful Information,Related and informative,rt hayuncamino comunicado de hcapriles la opinión pública por la explosión en amuay http co 1cetty7q,1,4
