Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,cleaned_text,informativeness_encoded,information_type_encoded
243080489890619392,"#deprem M 1.5, Central California: September 04, 2012 20:12:08 GMT http://t.co/9nGWG6CA #earthquake",Not labeled,Not labeled,Not related,deprem 1 5 central california september 04 2012 20 12 08 gmt http co 9ngwg6ca earthquake,0,0
243083019055927296,"地震情報 M 5.1, Taiwan region http://t.co/8xtmJmmB #earthquake",Not labeled,Not labeled,Not applicable,地震情報 5 1 taiwan region http co 8xtmjmmb earthquake,1,0
243097225134219264,#earthquake mb 5.1  TAIWAN REGION: Magnitude  mb 5.1Region  TAIWAN REGIONDate time  2012-09-04   20:00:17.0 UTCL... http://t.co/VwzB34fM,Not labeled,Not labeled,Not related,earthquake mb 5 1 taiwan region magnitude mb 5 1region taiwan regiondate time 2012 09 04 20 00 17 0 utcl http co vwzb34fm,0,0
243113624896413696,Tenemos claro Costa Rica no será un rival sencillo: De Nigris. En ... - RadioFórmula http://t.co/PUvCbuKD #CostaRica,Not labeled,Not labeled,Not related,tenemos claro costa rica será un rival sencillo de nigris en radiofórmula http co puvcbukd costarica,0,0
243121539552256001,"#Earthquake M 4.8, south of Bali, Indonesia: September 04, 2012 21:19:30 GMT http://t.co/iEelaYGO",Not labeled,Not labeled,Not applicable,earthquake 4 8 south bali indonesia september 04 2012 21 19 30 gmt http co ieelaygo,1,0
243148357902675969,"#Earthquake# M 4.6, 105km NNE of Road Town, British Virgin Islands: Wednesday, September 05, 2012 00:24:51 UTCTuesday, September 04, ...",Not labeled,Not labeled,Not related,earthquake 4 6 105km nne road town british virgin islands wednesday september 05 2012 00 24 51 utctuesday september 04,0,0
243152791290392576,"RT @INGVterremoti: #terremoto Ml:2.4 2012-09-05 00:46:47 UTC Lat=39.88 Lon=16.02 Prof=8.9Km Prov=POTENZA,COSENZA",Not labeled,Not labeled,Not related,rt ingvterremoti terremoto ml 2 4 2012 09 05 00 46 47 utc lat 39 88 lon 16 02 prof 8 9km prov potenza cosenza,0,0
243155538555334656,Argentina recibió a sus internacionales de cara al partido ante Paraguay http://t.co/GLyAl3JE  #costarica,Not labeled,Not labeled,Not related,argentina recibió sus internacionales de cara al partido ante paraguay http co glyal3je costarica,0,0
243157258232549377,"【#USGS #alert】 M 5.2, Virgin Islands region: September 05, 2012 00:24:48 GMT http://t.co/PyDz9JZS #earthquake #tsunami #prayfromjapan",Not labeled,Not labeled,Not related,usgs alert 5 2 virgin islands region september 05 2012 00 24 48 gmt http co pydz9jzs earthquake tsunami prayfromjapan,0,0
243157707027259393,"#Earthquake Magnitude  mb 4.8Region  SOUTH OF JAVA, INDONESIADate time  2012-09-05   00:48:09.0 UTCLocation  10.... http://t.co/9gHi5gnM",Not labeled,Not labeled,Not related,earthquake magnitude mb 4 8region south java indonesiadate time 2012 09 05 00 48 09 0 utclocation 10 http co 9ghi5gnm,0,0
243159334404636672,#terremoto #Attualita - TERREMOTO IN EMILIA:TRE MESI DOPO.. (myazaky) http://t.co/eWmqlLmn #sismografo,Not labeled,Not labeled,Not related,terremoto attualita terremoto emilia tre mesi dopo myazaky http co ewmqllmn sismografo,0,0
243198739882332161,"#earthquake: M 4.5, Taiwan region http://t.co/7FmNQZdm",Not labeled,Not labeled,Not applicable,earthquake 4 5 taiwan region http co 7fmnqzdm,1,0
243203924050448384,"#earthquake M 2.6, Hawaii region, Hawaii http://t.co/S2GbQIaO",Not labeled,Not labeled,Not applicable,earthquake 2 6 hawaii region hawaii http co s2gbqiao,1,0
243212388155916288,RT @INGVterremoti: #terremoto Ml:3.2 2012-09-05 03:09:12 UTC Lat=39.10 Lon=17.25 Prof=22.2Km Prov=Southern Italy,Not labeled,Not labeled,Not applicable,rt ingvterremoti terremoto ml 3 2 2012 09 05 03 09 12 utc lat 39 10 lon 17 25 prof 22 2km prov southern italy,1,0
243292902007128064,5日19時2分頃 - 最大震度 1 - 震源地 宮城県沖 http://t.co/tkC7elc6 #地震 #earthquake,Not labeled,Not labeled,Not applicable,5日19時2分頃 最大震度 1 震源地 宮城県沖 http co tkc7elc6 地震 earthquake,1,0
243336204010012672,"#Earthquake #EMSC M  4.5  KEPULAUAN BABAR, INDONESIA: Magnitude  M  4.5Region  KEPULAUAN BABAR, INDONES... http://t.co/6EAiC1Eo #Tameemi",Not labeled,Not labeled,Not related,earthquake emsc 4 5 kepulauan babar indonesia magnitude 4 5region kepulauan babar indones http co 6eaic1eo tameemi,0,0
243338628313534464,RT @itsDavila - Photo: #bay #beach #sanjuandelsur #sur  #costarica #summer #vacation #verano #azul #plya #mounta... http://t.co/OPq2VRTz,Not labeled,Not labeled,Not related,rt itsdavila photo bay beach sanjuandelsur sur costarica summer vacation verano azul plya mounta http co opq2vrtz,0,0
243338968047955968,"#terremoto M 2.8, Central California - Wednesday, September  5, 2012 12:31:07 UTCWednesday, September  5, 2012 05:31... http://t.co/SJLeuCZR",Not labeled,Not labeled,Not related,terremoto 2 8 central california wednesday september 5 2012 12 31 07 utcwednesday september 5 2012 05 31 http co sjleuczr,0,0
243354147234123777,"EarthquakeCalifornia Minor earthquake near Sparta, Ill., felt in Metro East - http://t.co/fuWMRvIW http://t.co/W826GJrH #earthquake",Not labeled,Not labeled,Not related,earthquakecalifornia minor earthquake near sparta ill felt metro east http co fuwmrviw http co w826gjrh earthquake,0,0
243359297843650560,Que #temblorcr mas largo y raro....,Eyewitness,Other Useful Information,Related - but not informative,que temblorcr mas largo raro,2,1
243359545332731904,Duró como 15 minutos #temblorCR,Outsiders,Other Useful Information,Related and informative,duró como 15 minutos temblorcr,3,1
243359583056310272,#temblorcr en Rohrmoser se sintió muy fuerte y se quebraron cosas. @nacion,Media,Other Useful Information,Related and informative,temblorcr en rohrmoser se sintió muy fuerte se quebraron cosas nacion,3,1
243359604032020480,RT @3U22: #temblorcr se sintió muy muy fuerte ! #semesalioelcerote,Outsiders,Other Useful Information,Related - but not informative,rt 3u22 temblorcr se sintió muy muy fuerte semesalioelcerote,2,1
243359838925627392,siempre me agarra el #temblorcr cuando reviso twitter! jajaja cosas de la vida,Eyewitness,Other Useful Information,Related - but not informative,siempre agarra el temblorcr cuando reviso twitter jajaja cosas de la vida,2,1
243359880847691776,En #Desamparados #TemblorCR fuerte y prolongado.,Media,Other Useful Information,Related - but not informative,en desamparados temblorcr fuerte prolongado,2,1
243360212227092482,Temblor en el segundo piso de la #ECCI #UCR (un edificio viejo que se mueve demasiado) es otra cosa! #temblorcr,Eyewitness,Infrastructure and utilities,Related - but not informative,temblor en el segundo piso de la ecci ucr un edificio viejo que se mueve demasiado es otra cosa temblorcr,2,2
243360283526045696,"RT @NewEarthquake: 7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http: ...",Media,Other Useful Information,Related and informative,rt newearthquake 7 9 earthquake coast costa rica sep 5 8 42am epicenter 6m ago 83km liberia depth 46km http,3,1
243360354795671553,"RT @Gorileo: 7.9	3km NE of Samara, Costa Rica	2012-09-05 14:42:10 #TemblorCR",Outsiders,Other Useful Information,Related - but not informative,rt gorileo 7 9 3km ne samara costa rica 2012 09 05 14 42 10 temblorcr,2,1
243360510010068994,"RT @NewEarthquake: 7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http: ...",Media,Other Useful Information,Related and informative,rt newearthquake 7 9 earthquake coast costa rica sep 5 8 42am epicenter 6m ago 83km liberia depth 46km http,3,1
243360585494974464,"RT @NewEarthquake: 7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http: ...",Media,Other Useful Information,Related and informative,rt newearthquake 7 9 earthquake coast costa rica sep 5 8 42am epicenter 6m ago 83km liberia depth 46km http,3,1
243360887497449473,Muy fuerte #temblorcr en guadalupe con caídas de objetos @ameliarueda @RadioReloj ,Media,Infrastructure and utilities,Related - but not informative,muy fuerte temblorcr en guadalupe con caídas de objetos ameliarueda radioreloj,2,2
243361084629721088,"RT @Reuters: More: 7.9-magnitude earthquake rattles coastline of Costa Rica, USGS says - http://t.co/9YqdEq9g",Media,Other Useful Information,Related and informative,rt reuters 7 9 magnitude earthquake rattles coastline costa rica usgs says http co 9yqdeq9g,3,1
243361139130503168,"@DBeitia 7.9 earthquake, of the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http://t.co/jXpQHBwd",Media,Other Useful Information,Related and informative,dbeitia 7 9 earthquake coast costa rica sep 5 8 42am epicenter 6m ago 83km liberia depth 46km http co jxpqhbwd,3,1
243361147519127553,RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,Media,Other Useful Information,Related and informative,rt breakingnews magnitude 7 9 earthquake strikes coast costa rica usgs,3,1
243361269166534656,"Preliminar 6.7 escala Richter, epicentro Cangrejal d Nicoya #TemblorCR",Not applicable,Other Useful Information,Related and informative,preliminar 6 7 escala richter epicentro cangrejal nicoya temblorcr,3,1
243361298518249473,Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,Outsiders,Other Useful Information,Related and informative,magnitude 7 9 earthquake strikes coast costa rica usgs,3,1
243361403409428480,RT @reuters: CARIBBEAN-WIDE TSUNAMI WATCH IN EFFECT AFTER COSTA RICAN QUAKE - PACIFIC TSUNAMI WARNING CENTER,Media,Caution and advice,Related and informative,rt reuters caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center,3,3
243361533420240896,#temblorcr Fuerte sismo también se sintió en territorio nicaraguense,Outsiders,Other Useful Information,Related and informative,temblorcr fuerte sismo también se sintió en territorio nicaraguense,3,1
243361600516521984,Combo #Fessenheim / #earthquake . Coïncidence ? #parano #théorieducomplot,Not labeled,Not labeled,Not related,combo fessenheim earthquake coïncidence parano théorieducomplot,0,0
243361642447007744,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,Media,Caution and advice,Related and informative,rt reuters live coverage 7 9 magnitude earthquake rattles coast costa rica tsunami watch caribbean effect http c,3,3
243361697002299392,"デカイな。でかすぎるぜ、ベクテル！http://t.co/SvC7zoN5　RTx2:　@NewEarthquake  7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am　http://t.co/mwsMLQ3Z",Media,Other Useful Information,Related and informative,デカイな でかすぎるぜ ベクテル http co svc7zon5 rtx2 newearthquake 7 9 earthquake coast costa rica sep 5 8 42am http co mwsmlq3z,3,1
243361759912681472,RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,Media,Other Useful Information,Related and informative,rt breakingnews magnitude 7 9 earthquake strikes coast costa rica usgs,3,1
243361789260210176,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters,3,3
243361810235928576,"RT @AlertaNews: URGENTE: Terremoto en Costa Rica de 7.9º AVISO DE TSUNAMI: Costa Rica, Panama, Nicaragua, El Salvador, Honduras, Mexico, ...",Media,Caution and advice,Related and informative,rt alertanews urgente terremoto en costa rica de 7 9º aviso de tsunami costa rica panama nicaragua el salvador honduras mexico,3,3
243361831194857472,En mi Ksa se salió el agua de la pecera y se cayeron adornos #temblorcr,Eyewitness,Affected individuals,Related - but not informative,en mi ksa se salió el agua de la pecera se cayeron adornos temblorcr,2,4
243361915110297600,RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,Media,Other Useful Information,Related and informative,rt breakingnews magnitude 7 9 earthquake strikes coast costa rica usgs,3,1
243361965420998657,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters,3,3
243361990591000576,"RT @NewEarthquake: 7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http: ...",Media,Other Useful Information,Related and informative,rt newearthquake 7 9 earthquake coast costa rica sep 5 8 42am epicenter 6m ago 83km liberia depth 46km http,3,1
243362028360712192,"RT @24HorasTVN: AHORA: Terremoto de 7,9 en #CostaRica/ Ampliamos en http://t.co/wdjXMzjN",Media,Other Useful Information,Related and informative,rt 24horastvn ahora terremoto de 7 9 en costarica ampliamos en http co wdjxmzjn,3,1
243362040939429888,RT @AlertNet: 7.9 magnitude earthquake strikes Costa Rica - USGS via @Reuters #quake,Media,Other Useful Information,Related and informative,rt alertnet 7 9 magnitude earthquake strikes costa rica usgs via reuters quake,3,1
243362053497159680,"RT @JRIbarra: Terremoto en Costa Rica, amigos en el exterior: la capital se encuentra sin daños importants de momento. sentido en todo e ...",Media,Other Useful Information,Related and informative,rt jribarra terremoto en costa rica amigos en el exterior la capital se encuentra sin daños importants de momento sentido en todo e,3,1
243362053518131200,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters #lgf #p2",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters lgf p2,3,3
243362108035719168,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,Media,Caution and advice,Related and informative,rt reuters live coverage 7 9 magnitude earthquake rattles coast costa rica tsunami watch caribbean effect http c,3,3
243362108048302080,"@MARACAYINFORMA Terremoto en Costa Rica, De magnitud 7,9.",Media,Other Useful Information,Related and informative,maracayinforma terremoto en costa rica de magnitud 7 9,3,1
243362145784446976,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos. http://t.co/VThN0aU8",Media,Caution and advice,Related and informative,rt cnnee urgente un terremoto de magnitud 7 9 sacudió costarica según el servicio geológico de estados unidos http co vthn0au8,3,3
243362158367371265,#temblorcr Having a laugh our bum off of http://t.co/4Ql5g1Qh,Outsiders,Sympathy and support,Related - but not informative,temblorcr laugh bum http co 4ql5g1qh,2,5
243362175148773377,Costa Rican shaken by magnitude-5.8 earthquake http://t.co/454IrRdA #costarica,Outsiders,Other Useful Information,Related and informative,costa rican shaken magnitude 5 8 earthquake http co 454irrda costarica,3,1
243362183533187073,RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,Media,Other Useful Information,Related and informative,rt breakingnews magnitude 7 9 earthquake strikes coast costa rica usgs,3,1
243362233877409792,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters,3,3
243362280002170880,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos. http://t.co/VThN0aU8",Media,Other Useful Information,Related and informative,rt cnnee urgente un terremoto de magnitud 7 9 sacudió costarica según el servicio geológico de estados unidos http co vthn0au8,3,1
243362288403369984,"RT @Reuters: More: 7.9-magnitude earthquake rattles coastline of Costa Rica, USGS says - http://t.co/9YqdEq9g",Media,Other Useful Information,Related and informative,rt reuters 7 9 magnitude earthquake rattles coastline costa rica usgs says http co 9yqdeq9g,3,1
243362300961107968,"RT @RT_com: BREAKING: 7.9 - magnitude earthquake strikes off the coast of Costa Rica, Caribbean-wide tsunami watch in effect - details t ...",Media,Caution and advice,Related and informative,rt rt_com breaking 7 9 magnitude earthquake strikes coast costa rica caribbean wide tsunami watch effect details,3,3
243362300973686784,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,Media,Caution and advice,Related and informative,rt reuters live coverage 7 9 magnitude earthquake rattles coast costa rica tsunami watch caribbean effect http c,3,3
243362393227415552,Movida de bote #temblorcr: http://t.co/IcVehVkz,Eyewitness,Other Useful Information,Related - but not informative,movida de bote temblorcr http co icvehvkz,2,1
243362393252560896,"Terremoto  7.9º En Costa Rica  Autoridades Locales entregan detalles de 6.7º, No se reportan mayores informaciones.",Government,Other Useful Information,Related and informative,terremoto 7 9º en costa rica autoridades locales entregan detalles de 6 7º se reportan mayores informaciones,3,1
243362405831286784,#temblor @NewEarthquake: #Tsunami  Warning (Pacific): TSUNAMI WARNING IN EFFECT FOR COSTA RICA/PANAMA/NICARAGUA/... http://t.co/miWv9UbZ,Media,Caution and advice,Related and informative,temblor newearthquake tsunami warning pacific tsunami warning effect costa rica panama nicaragua http co miwv9ubz,3,3
243362410038190080,"La alerta de tsunami a causa del terremoto en Costa Rica llega hasta Ecuador, ¿nos salvamos? ._.",Outsiders,Caution and advice,Related and informative,la alerta de tsunami causa del terremoto en costa rica llega hasta ecuador nos salvamos _,3,3
243362414198939650,RT @MIGAND75: Ahora #CostaRica se cimbra con fuerte #sismo de 7.9,Media,Other Useful Information,Related and informative,rt migand75 ahora costarica se cimbra con fuerte sismo de 7 9,3,1
243362468758450177,RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,Media,Other Useful Information,Related and informative,rt breakingnews magnitude 7 9 earthquake strikes coast costa rica usgs,3,1
243362472923377667,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters,3,3
243362489729966081,Alerta de Tsunami en todo la costa de Costa Rica terremoto 7.9,Media,Caution and advice,Related and informative,alerta de tsunami en todo la costa de costa rica terremoto 7 9,3,3
243362577801936897,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos. http://t.co/VThN0aU8",Media,Other Useful Information,Related and informative,rt cnnee urgente un terremoto de magnitud 7 9 sacudió costarica según el servicio geológico de estados unidos http co vthn0au8,3,1
243362628141977600,"Terremoto de magnitud 7,9 en Costa Rica",Outsiders,Other Useful Information,Related and informative,terremoto de magnitud 7 9 en costa rica,3,1
243362640708108289,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters,3,3
243362649100931072,RT @AlertNet: Strong earthquake hits Costa Rica http://t.co/sxICdjwl #costarica #quake,Media,Other Useful Information,Related and informative,rt alertnet strong earthquake hits costa rica http co sxicdjwl costarica quake,3,1
243362745553149953,RT @cnnbrk: 7.9-magnitude #earthquake hits off coast of Costa Rica. http://t.co/i7KZ1uZX,Media,Other Useful Information,Related and informative,rt cnnbrk 7 9 magnitude earthquake hits coast costa rica http co i7kz1uzx,3,1
243362774934228992,"RT @GuillermoARuiz: Terremoto en Costa Rica: RT @nacion  Según USGS el sismo habría sido de 7,9 grados con epicentro en #Guanacaste",Outsiders,Other Useful Information,Related and informative,rt guillermoaruiz terremoto en costa rica rt nacion según usgs el sismo habría sido de 7 9 grados con epicentro en guanacaste,3,1
243362783322861568,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters,3,3
243362812657811456,RT @cnnbrk: 7.9-magnitude #earthquake hits off coast of Costa Rica. http://t.co/i7KZ1uZX,Media,Caution and advice,Related and informative,rt cnnbrk 7 9 magnitude earthquake hits coast costa rica http co i7kz1uzx,3,3
243362837823647744,"RT @Meganoticiascl: EN DESARROLLO Terremoto 7,9 grados se registró en Costa Rica. Activan alerta de Tsunami para Centro América y Sudamé ...",Media,Caution and advice,Related and informative,rt meganoticiascl en desarrollo terremoto 7 9 grados se registró en costa rica activan alerta de tsunami para centro américa sudamé,3,3
243362942718992384,"@elsalvadorcom: Según USGS, sismo de 7.9 se sintió hace unos minutos (8:42 am) en #CostaRica con epicentro en Guanacaste.",Media,Caution and advice,Related and informative,elsalvadorcom según usgs sismo de 7 9 se sintió hace unos minutos 8 42 en costarica con epicentro en guanacaste,3,3
243362997215571968,@RobertaCBS5: Breaking: 7.9 #earthquake off Costa Rica coast. #Tsunmai WARNING for west coasts of Central America.,Media,Caution and advice,Related and informative,robertacbs5 breaking 7 9 earthquake costa rica coast tsunmai warning west coasts central america,3,3
243363055944232960,7.9 magnitude earthquake hits Costa Rica #earthquake,Media,Other Useful Information,Related and informative,7 9 magnitude earthquake hits costa rica earthquake,3,1
243363064332840961,RT @espinozajs: sismo de 7.9 FUE A 12.4 millas de profundidad #CostarICA,Media,Other Useful Information,Related and informative,rt espinozajs sismo de 7 9 fue 12 4 millas de profundidad costarica,3,1
243363185976025089,RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,Media,Other Useful Information,Related and informative,rt breakingnews magnitude 7 9 earthquake strikes coast costa rica usgs,3,1
243363190149361664,RT @AndreaAristegui: SHOA publica alerta de tsunami para las costas de Chile tras terremoto en Costa Rica. http://t.co/MYzaVoz0,Media,Caution and advice,Related and informative,rt andreaaristegui shoa publica alerta de tsunami para las costas de chile tras terremoto en costa rica http co myzavoz0,3,3
243363215340363776,"RT @AlertaNews: URGENTE: Terremoto en Costa Rica de 7.9º AVISO DE TSUNAMI: Costa Rica, Panama, Nicaragua, El Salvador, Honduras, Mexico, ...",Media,Caution and advice,Related and informative,rt alertanews urgente terremoto en costa rica de 7 9º aviso de tsunami costa rica panama nicaragua el salvador honduras mexico,3,3
243363236316065792,"Uf! Terremoto en Costa Rica de 7,9 Richter...a 10 km de profundidad",Outsiders,Other Useful Information,Related and informative,uf terremoto en costa rica de 7 9 richter 10 km de profundidad,3,1
243363244704677888,Birth pangs. 7.9 earthquake in Costa Rica,Outsiders,Other Useful Information,Related - but not informative,birth pangs 7 9 earthquake costa rica,2,1
243363261469323264,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,Caution and advice,Related and informative,rt cnnee tras el sismo de 7 9 en costarica hay alerta de tsunami para toda la zona costera desde centroamérica hasta brasil http,3,3
243363299201253376,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,Caution and advice,Related and informative,rt cnnee tras el sismo de 7 9 en costarica hay alerta de tsunami para toda la zona costera desde centroamérica hasta brasil http,3,3
243363303424917506,"Dice @julio2j: : URGENTE// Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos (vía @CNNE)",Media,Other Useful Information,Related and informative,dice julio2j urgente un terremoto de magnitud 7 9 sacudió costarica según el servicio geológico de estados unidos vía cnne,3,1
243363332789268480,"Terremoto de magnitud 7,9 sacude Costa Rica http://t.co/ahyVzKAy vía @wordpressdotcom",Media,Other Useful Information,Related and informative,terremoto de magnitud 7 9 sacude costa rica http co ahyvzkay vía wordpressdotcom,3,1
243363345342791681,RT @UniNoticias: Sismo 7.9 en  #CostaRica. Se activa alerta de Tsunami.,Media,Caution and advice,Related and informative,rt uninoticias sismo 7 9 en costarica se activa alerta de tsunami,3,3
243363391496937472,RT @elmundoes: Un terremoto de magnitud 7.9 sacude Costa Rica,Media,Other Useful Information,Related and informative,rt elmundoes un terremoto de magnitud 7 9 sacude costa rica,3,1
243363399868747777,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,Caution and advice,Related and informative,rt breakingnews caribbean wide tsunami watch effect costa rican quake pacific tsunami warning center says reuters,3,3
